date,year,month,sampling_level,risk_score,pred_mean_flow_m3s,pred_mean_sediment_flux_kg_s,change_strength
2022-08-01,2022,8,high,0.7975688464602123,1268.3104828024523,4527.133038715129,0.03498578353841886
2022-08-02,2022,8,flood_regular,0.6198458096429128,1268.3104828024523,4467.915363538097,0.01316399060729978
2022-08-03,2022,8,flood_regular,0.5340547197401114,1268.3104828024523,4461.065583747694,0.0015339370163118815
2022-08-05,2022,8,flood_regular,0.5340547197401114,1269.7418820495423,4461.065583747694,0.0015339370163118815
2022-08-07,2022,8,flood_regular,0.5230935745178855,1269.7418820495423,4461.065583747694,0.0
2022-08-09,2022,8,flood_regular,0.5836262838099401,1269.7418820495423,4404.1330123177795,0.01147616885502245
2022-08-11,2022,8,flood_regular,0.5105754032728276,1269.7418820495423,4332.485168842677,0.005103945816504307
2022-08-13,2022,8,flood_regular,0.5076524154992322,1269.7418820495423,4375.6396988528295,0.0024142060033369717
2022-08-15,2022,8,flood_regular,0.5370005201631354,1269.7418820495423,4375.6396988528295,0.006489216787919361
2022-08-17,2022,8,flood_regular,0.547741822946712,1268.6340464699863,4404.1330123177795,0.006489216787919361
2022-08-19,2022,8,flood_regular,0.4906301367415853,1268.6340464699863,4375.6396988528295,0.0
2022-08-21,2022,8,flood_regular,0.5372494202161648,1268.3104828024523,4375.6396988528295,0.006489216787919361
2022-08-23,2022,8,flood_regular,0.548208277911571,1268.6340464699863,4404.1330123177795,0.006489216787919361
2022-08-25,2022,8,flood_regular,0.5485790648384571,1269.7418820495423,4404.1330123177795,0.006489216787919361
2022-08-27,2022,8,flood_regular,0.5079335176582955,1269.7418820495423,4418.550835012373,0.0
2022-08-29,2022,8,flood_regular,0.521520759869468,1271.311047922552,4454.978258877727,0.0
2022-08-31,2022,8,flood_regular,0.521520759869468,1271.311047922552,4454.978258877727,0.0
2022-09-01,2022,9,high,0.6409745005573342,1278.7852278626874,4503.219767345695,0.010768059916518524
2022-09-03,2022,9,flood_regular,0.5855137264870512,1281.338891685324,4543.141198427712,0.0009940768304659287
2022-09-04,2022,9,high,0.6793837748851516,1278.7852278626874,4595.652560119603,0.011489579734186961
2022-09-05,2022,9,flood_regular,0.5972819997343254,1272.7573369648837,4595.652560119603,0.0
2022-09-07,2022,9,flood_regular,0.5972819997343254,1272.2610326287459,4595.652560119603,0.0
2022-09-09,2022,9,flood_regular,0.6024396220927465,1272.7573369648837,4598.559739558881,0.0006322558552120938
2022-09-11,2022,9,high,0.7106902466465655,1274.5604530856106,4676.903161243021,0.011973108744355088
2022-09-13,2022,9,flood_regular,0.6304502754626381,1281.338891685324,4691.953621338062,0.0
2022-09-14,2022,9,flood_regular,0.6300883320240968,1287.7706629144066,4691.953621338062,0.0
2022-09-15,2022,9,high,0.8321617689159564,1292.85456428371,4801.007908777834,0.022971990529123687
2022-09-16,2022,9,high,0.7270074652170155,1296.9370726528887,4833.306536551869,0.006703548106274937
2022-09-17,2022,9,high,0.71042841755196,1310.645848425493,4850.566319211608,0.003563912346461251
2022-09-18,2022,9,high,0.7829923244106141,1320.271819302432,4905.1714325064095,0.011192283437454265
2022-09-19,2022,9,high,0.845678889735255,1320.271819302432,4985.959512314831,0.016332519221812447
2022-09-20,2022,9,high,0.7784601633674028,1321.3107553379134,5014.337569514874,0.005674323230106637
2022-09-21,2022,9,high,0.7673497382210313,1321.3107553379134,5031.156227717208,0.003347834644214842
2022-09-22,2022,9,high,0.7551090670230968,1321.3107553379134,5037.8401667174,0.0013273641891586863
2022-09-23,2022,9,high,0.7455148240929578,1321.3107553379134,5037.8401667174,0.0
2022-09-24,2022,9,high,0.7519216468322931,1321.3107553379134,5031.156227717208,0.0013273641891586863
2022-09-25,2022,9,high,0.7418208718629352,1321.3107553379134,5031.156227717208,0.0
2022-09-26,2022,9,high,0.7414101278695674,1320.271819302432,5031.156227717208,0.0
2022-09-27,2022,9,high,0.7488723494831653,1320.271819302432,5023.466508491625,0.0015292849152164223
2022-09-28,2022,9,high,0.7379444470571908,1320.271819302432,5023.466508491625,0.0
2022-09-29,2022,9,high,0.7385208810360453,1320.271819302432,5023.466508491625,0.0
2022-09-30,2022,9,high,0.7514037046302573,1320.271819302432,5031.156227717208,0.0015292849152164223
2022-10-01,2022,10,high,0.693047048720827,1295.5801539184677,4912.93364931088,0.023773794130747206
2022-10-03,2022,10,flood_regular,0.5188751383747001,1292.651384594031,4900.918758185653,0.0
2022-10-05,2022,10,flood_regular,0.5464927989258548,1291.141444738393,4850.566319211608,0.006317133365236316
2022-10-07,2022,10,flood_regular,0.4969740394233133,1288.775060970271,4804.314612082408,0.0016221550161148457
2022-10-09,2022,10,flood_regular,0.4739140919139119,1281.1128066781184,4770.309125510891,0.0
2022-10-11,2022,10,flood_regular,0.5423337900758678,1277.680344181407,4711.361298983603,0.012431597273875994
2022-10-13,2022,10,flood_regular,0.5683139378847516,1266.9722321578465,4576.525135333729,0.02277869894126283
2022-10-15,2022,10,flood_regular,0.4478903227345732,1212.8364895082732,4489.011378082271,0.010374740784449443
2022-10-17,2022,10,flood_regular,0.41306076018406224,1182.8525622675018,4429.752205048462,0.008576363581303426
2022-10-19,2022,10,flood_regular,0.42381121042759395,1140.5640292544617,4371.9695616916115,0.013127055725355774
2022-10-21,2022,10,flood_regular,0.36682742431509285,1125.6881770815698,4226.0671260855825,0.013032306232094726
2022-10-23,2022,10,flood_regular,0.2852768879584795,1096.7226189166697,4208.704827965659,0.0025991900831527914
2022-10-25,2022,10,flood_regular,0.34035676415351745,1073.3207342739618,4152.610307792972,0.013414623376872825
2022-10-27,2022,10,flood_regular,0.22385464837649785,1011.0189401761494,4100.89863763522,0.0
2022-10-29,2022,10,flood_regular,0.21809630954269865,955.5231286481174,4086.4248008639465,0.0
2022-10-31,2022,10,flood_regular,0.2470521437833698,922.3407983076455,4111.68127752147,0.0026252458897157993
2022-11-01,2022,11,base_regular,0.10333956760076404,906.6892838828933,4111.68127752147,0.0
2022-11-08,2022,11,base_regular,0.15570576940874084,819.7867801434604,4136.151444574943,0.005932299391014695
2022-11-15,2022,11,base_regular,0.17878833493678653,728.5962490831222,4224.970249510865,0.004296450374713601
2022-11-22,2022,11,base_regular,0.1591700395029983,686.4863374130513,4224.970249510865,0.0015250889020457237
2022-11-29,2022,11,base_regular,0.15541034597015851,655.9089988914535,4136.151444574943,0.005932299391014695
2022-12-01,2022,12,base_regular,0.10333956760076404,647.5774722051164,4111.68127752147,0.0
2022-12-08,2022,12,base_regular,0.12260545423500835,584.7392211340757,4111.68127752147,0.0026252458897157993
2022-12-15,2022,12,base_regular,0.14393122017441187,574.2739279794802,4189.766070104665,0.0012275336710327878
2022-12-22,2022,12,base_regular,0.19174293985370805,576.8624214750077,4268.7124100405645,0.003434823996707692
2022-12-29,2022,12,base_regular,0.21298856572474079,579.347966150351,4337.593913603628,0.002659478293923101
2023-01-01,2023,1,base_regular,0.2091299900303493,576.8624214750077,4363.381978878652,0.000724297327664658
2023-01-11,2023,1,base_regular,0.20773980965531563,575.7438716887013,4360.222013189939,0.000724297327664658
2023-01-21,2023,1,base_regular,0.1961614023861664,583.3811719028439,4342.926181860348,0.0
2023-01-31,2023,1,base_regular,0.1886934287880565,588.1216670350965,4309.401601378577,0.0006949847007060583
2023-02-01,2023,2,base_regular,0.1836554309909162,592.2878024800121,4309.401601378577,0.0
2023-02-11,2023,2,base_regular,0.18647437216587326,603.4271308066865,4317.388943936121,0.0
2023-02-21,2023,2,base_regular,0.1943941079997639,607.6379976801621,4322.6441235808,0.00079224048862514
2023-03-01,2023,3,base_regular,0.19541044986585251,626.771219295202,4317.388943936121,0.0012161907392336246
2023-03-11,2023,3,base_regular,0.24129233568700093,709.2433895860167,4365.0863331426035,0.005088442538685456
2023-03-21,2023,3,base_regular,0.23326133387060474,731.251994968169,4441.387801265203,0.0
2023-03-31,2023,3,base_regular,0.24609936629370865,711.1412343119432,4478.480353869211,0.0
2023-04-01,2023,4,base_regular,0.2542254784677018,713.0051172654274,4482.485653538468,0.0008937443102112752
2023-04-06,2023,4,base_regular,0.2413933013016793,712.2244481864437,4463.923080165139,0.0
2023-04-11,2023,4,base_regular,0.2434094560879116,714.0100001542734,4468.469518597117,0.0
2023-04-16,2023,4,base_regular,0.24655127044414818,708.7238842497744,4436.176795785757,0.002205626197813615
2023-04-21,2023,4,base_regular,0.23515708418222542,703.8697883178114,4429.752205048462,0.0010344595208273688
2023-04-26,2023,4,base_regular,0.2688151531163521,704.5405280569256,4445.974350070158,0.004921787609376338
2023-05-01,2023,5,base_regular,0.25351304885517073,704.5405280569256,4442.819030400054,0.0029447810936638064
2023-05-06,2023,5,base_regular,0.2326851235805866,698.1772373898203,4442.819030400054,0.0
2023-05-11,2023,5,base_regular,0.2326851235805866,696.0053963845556,4442.819030400054,0.0
2023-05-16,2023,5,base_regular,0.23583152562059512,687.069466099074,4451.274130135749,0.0
2023-05-21,2023,5,base_regular,0.2355725100291829,674.8669519506949,4450.577488946634,0.0
2023-05-26,2023,5,base_regular,0.24632562291604976,655.8640859750043,4357.024217535243,0.006454882494143277
2023-05-31,2023,5,base_regular,0.19398291549109412,645.6306970963493,4317.388943936121,0.0012161907392336246
2023-06-01,2023,6,flood_regular,0.43740115855908,641.7059184198558,4373.582749085443,0.012928740567751618
2023-06-03,2023,6,flood_regular,0.39330356402168676,626.5191771239186,4434.326740667646,0.0035632163656735827
2023-06-05,2023,6,flood_regular,0.3803395841150701,617.4468633402554,4445.355703788555,0.0011737075665614327
2023-06-07,2023,6,flood_regular,0.3855020108777687,605.6266888713477,4434.326740667646,0.002483531438711495
2023-06-09,2023,6,flood_regular,0.36701885012053637,602.0188052712027,4434.326740667646,0.0
2023-06-11,2023,6,flood_regular,0.39559225469181003,601.9917570887922,4450.577488946634,0.00305771501938068
2023-06-13,2023,6,flood_regular,0.37186616778781,596.1129935622744,4445.355703788555,0.0
2023-06-15,2023,6,flood_regular,0.38333389092582026,596.6222921348497,4436.98662268581,0.002023133354782658
2023-06-17,2023,6,flood_regular,0.3688770662518709,597.6561245891444,4436.98662268581,0.0
2023-06-19,2023,6,flood_regular,0.3866971817228232,597.0790509960957,4445.974350070158,0.002023133354782658
2023-06-21,2023,6,flood_regular,0.3696128157678895,596.6222921348497,4436.98662268581,0.0
2023-06-23,2023,6,flood_regular,0.374045936091183,596.6222921348497,4445.974350070158,0.0
2023-06-25,2023,6,flood_regular,0.37862348252640443,596.6222921348497,4454.978258877727,0.0
2023-06-27,2023,6,flood_regular,0.38035687306353794,596.1129935622744,4454.978258877727,0.0
2023-06-29,2023,6,flood_regular,0.37974209131169623,596.1129935622744,4454.978258877727,0.0
2023-07-01,2023,7,flood_regular,0.6368204156290568,594.1122004617156,4503.219767345695,0.010768059916518524
2023-07-03,2023,7,high,0.6613987002218674,594.1122004617156,4595.652560119603,0.009515141991652598
2023-07-05,2023,7,high,0.6387653817590089,594.1122004617156,4621.839114295107,0.005031876811807834
2023-07-07,2023,7,high,0.653171877111344,595.3507690925856,4676.903161243021,0.0043054122417380825
2023-07-09,2023,7,flood_regular,0.6258736067121804,595.3507690925856,4688.357152420438,0.0
2023-07-11,2023,7,flood_regular,0.6338742953755726,595.3507690925856,4698.657084341379,0.0007666488950306416
2023-07-13,2023,7,flood_regular,0.635703207376032,596.1129935622744,4698.657084341379,0.001035952894426373
2023-07-15,2023,7,flood_regular,0.6285487745958713,596.1129935622744,4698.657084341379,0.0
2023-07-17,2023,7,flood_regular,0.6312200656165101,596.1129935622744,4703.528230404004,0.0
2023-07-19,2023,7,flood_regular,0.6331784291566618,596.6222921348497,4703.528230404004,0.0
2023-07-21,2023,7,flood_regular,0.6333800285521144,595.3507690925856,4698.657084341379,0.0
2023-07-23,2023,7,flood_regular,0.6375893185473124,595.3507690925856,4695.055478190738,0.0007666488950306416
2023-07-25,2023,7,high,0.6546226453361869,595.3507690925856,4667.787053482531,0.0043961989929659495
2023-07-27,2023,7,high,0.6406057192965711,595.3507690925856,4676.903161243021,0.0019506607027057754
2023-07-29,2023,7,high,0.6443741513899912,591.3496581641201,4676.903161243021,0.002445538290260174
2023-07-31,2023,7,high,0.6484221387054122,592.6962971186394,4688.357152420438,0.002445538290260174
2023-08-01,2023,8,high,0.7975688464602123,590.4999552950233,4527.133038715129,0.03498578353841886
2023-08-02,2023,8,flood_regular,0.6198458096429128,590.4999552950233,4467.915363538097,0.01316399060729978
2023-08-03,2023,8,flood_regular,0.5340547197401114,590.6295866964833,4461.065583747694,0.0015339370163118815
2023-08-05,2023,8,flood_regular,0.5340547197401114,590.7627813190696,4461.065583747694,0.0015339370163118815
2023-08-07,2023,8,flood_regular,0.5230935745178855,590.7627813190696,4461.065583747694,0.0
2023-08-09,2023,8,flood_regular,0.5836262838099401,590.6295866964833,4404.1330123177795,0.01147616885502245
2023-08-11,2023,8,flood_regular,0.5105754032728276,590.6295866964833,4332.485168842677,0.005103945816504307
2023-08-13,2023,8,flood_regular,0.5076524154992322,590.4999552950233,4375.6396988528295,0.0024142060033369717
2023-08-15,2023,8,flood_regular,0.5370005201631354,590.6295866964833,4375.6396988528295,0.006489216787919361
2023-08-17,2023,8,flood_regular,0.547741822946712,590.6295866964833,4404.1330123177795,0.006489216787919361
2023-08-19,2023,8,flood_regular,0.4906301367415853,590.0154977100691,4375.6396988528295,0.0
2023-08-21,2023,8,flood_regular,0.5372494202161648,590.4999552950233,4375.6396988528295,0.006489216787919361
2023-08-23,2023,8,flood_regular,0.548208277911571,590.7627813190696,4404.1330123177795,0.006489216787919361
2023-08-25,2023,8,flood_regular,0.5485790648384571,592.8406324220323,4404.1330123177795,0.006489216787919361
2023-08-27,2023,8,flood_regular,0.5079335176582955,593.604421038951,4418.550835012373,0.0
2023-08-29,2023,8,flood_regular,0.521520759869468,593.8589947190588,4454.978258877727,0.0
2023-08-31,2023,8,flood_regular,0.521520759869468,596.4730165690924,4454.978258877727,0.0
2023-09-01,2023,9,high,0.6409745005573342,603.59291552784,4503.219767345695,0.010768059916518524
2023-09-03,2023,9,flood_regular,0.5855137264870512,606.7532439743736,4543.141198427712,0.0009940768304659287
2023-09-04,2023,9,high,0.6793837748851516,605.2796334615551,4595.652560119603,0.011489579734186961
2023-09-05,2023,9,flood_regular,0.5972819997343254,605.6266888713477,4595.652560119603,0.0
2023-09-07,2023,9,flood_regular,0.5972819997343254,605.6266888713477,4595.652560119603,0.0
2023-09-09,2023,9,flood_regular,0.6024396220927465,605.6266888713477,4598.559739558881,0.0006322558552120938
2023-09-11,2023,9,high,0.7106902466465655,606.7532439743736,4676.903161243021,0.011973108744355088
2023-09-13,2023,9,flood_regular,0.6304502754626381,606.7532439743736,4691.953621338062,0.0
2023-09-14,2023,9,flood_regular,0.6300883320240968,606.7532439743736,4691.953621338062,0.0
2023-09-15,2023,9,high,0.8321617689159564,606.7532439743736,4801.007908777834,0.022971990529123687
2023-09-16,2023,9,high,0.7270074652170155,605.6266888713477,4833.306536551869,0.006703548106274937
2023-09-17,2023,9,high,0.71042841755196,605.6266888713477,4850.566319211608,0.003563912346461251
2023-09-18,2023,9,high,0.7829923244106141,605.6266888713477,4905.1714325064095,0.011192283437454265
2023-09-19,2023,9,high,0.845678889735255,606.7532439743736,4985.959512314831,0.016332519221812447
2023-09-20,2023,9,high,0.7784601633674028,606.7532439743736,5014.337569514874,0.005674323230106637
2023-09-21,2023,9,high,0.7673497382210313,607.5832687729503,5031.156227717208,0.003347834644214842
2023-09-22,2023,9,high,0.7551090670230968,607.5832687729503,5037.8401667174,0.0013273641891586863
2023-09-23,2023,9,high,0.7455148240929578,607.5832687729503,5037.8401667174,0.0
2023-09-24,2023,9,high,0.7519216468322931,607.1343295511131,5031.156227717208,0.0013273641891586863
2023-09-25,2023,9,high,0.7418208718629352,607.1343295511131,5031.156227717208,0.0
2023-09-26,2023,9,high,0.7414101278695674,607.1343295511131,5031.156227717208,0.0
2023-09-27,2023,9,high,0.7488723494831653,607.1343295511131,5023.466508491625,0.0015292849152164223
2023-09-28,2023,9,high,0.7379444470571908,607.1343295511131,5023.466508491625,0.0
2023-09-29,2023,9,high,0.7385208810360453,607.1343295511131,5023.466508491625,0.0
2023-09-30,2023,9,high,0.7514037046302573,607.1343295511131,5031.156227717208,0.0015292849152164223
2023-10-01,2023,10,high,0.693047048720827,607.1343295511131,4912.93364931088,0.023773794130747206
2023-10-03,2023,10,flood_regular,0.5188751383747001,605.6266888713477,4900.918758185653,0.0
2023-10-05,2023,10,flood_regular,0.5464927989258548,604.4763906641754,4850.566319211608,0.006317133365236316
2023-10-07,2023,10,flood_regular,0.4969740394233133,604.4763906641754,4804.314612082408,0.0016221550161148457
2023-10-09,2023,10,flood_regular,0.4739140919139119,603.59291552784,4770.309125510891,0.0
2023-10-11,2023,10,flood_regular,0.5423337900758678,603.59291552784,4711.361298983603,0.012431597273875994
2023-10-13,2023,10,flood_regular,0.5683139378847516,602.6418128677284,4576.525135333729,0.02277869894126283
2023-10-15,2023,10,flood_regular,0.4478903227345732,602.2005382311627,4489.011378082271,0.010374740784449443
2023-10-17,2023,10,flood_regular,0.41306076018406224,600.934066670122,4429.752205048462,0.008576363581303426
2023-10-19,2023,10,flood_regular,0.42381121042759395,598.5222465585938,4371.9695616916115,0.013127055725355774
2023-10-21,2023,10,flood_regular,0.36682742431509285,598.5222465585938,4226.0671260855825,0.013032306232094726
2023-10-23,2023,10,flood_regular,0.2852768879584795,593.8587534966498,4208.704827965659,0.0025991900831527914
2023-10-25,2023,10,flood_regular,0.34035676415351745,592.8406324220323,4152.610307792972,0.013414623376872825
2023-10-27,2023,10,flood_regular,0.22385464837649785,592.8406324220323,4100.89863763522,0.0
2023-10-29,2023,10,flood_regular,0.21809630954269865,591.3496581641201,4086.4248008639465,0.0
2023-10-31,2023,10,flood_regular,0.2470521437833698,592.069735071804,4111.68127752147,0.0026252458897157993
2023-11-01,2023,11,base_regular,0.10333956760076404,591.3496581641201,4111.68127752147,0.0
2023-11-08,2023,11,base_regular,0.15570576940874084,587.233344089572,4136.151444574943,0.005932299391014695
2023-11-15,2023,11,base_regular,0.17878833493678653,587.233344089572,4224.970249510865,0.004296450374713601
2023-11-22,2023,11,base_regular,0.1591700395029983,586.2199664250265,4224.970249510865,0.0015250889020457237
2023-11-29,2023,11,base_regular,0.15541034597015851,583.6351955157616,4136.151444574943,0.005932299391014695
2023-12-01,2023,12,base_regular,0.10333956760076404,583.6351955157616,4111.68127752147,0.0
2023-12-08,2023,12,base_regular,0.12260545423500835,584.1996877960986,4111.68127752147,0.0026252458897157993
2023-12-15,2023,12,base_regular,0.14393122017441187,580.2034258129527,4189.766070104665,0.0012275336710327878
2023-12-22,2023,12,base_regular,0.19174293985370805,575.7438716887013,4268.7124100405645,0.003434823996707692
2023-12-29,2023,12,base_regular,0.21298856572474079,576.8624214750077,4337.593913603628,0.002659478293923101
