mirror_id,x_m,y_m,annual_optical_efficiency,annual_cosine_efficiency,annual_atmospheric_efficiency,annual_shadow_blocking_efficiency,annual_truncation_efficiency
67,88.50000000000001,-315.4774941164094,0.38101953988373716,0.5776214055039055,0.9617119563780799,0.8134114583333333,0.9423511929464976
68,100.30000000000001,-315.4774941164094,0.36673164653694207,0.5787005265750582,0.9612930276401511,0.7865885416666667,0.9424585624730659
69,112.10000000000001,-315.4774941164094,0.3539662899082788,0.5798775866623735,0.9608292557183232,0.76484375,0.9415152067543462
70,123.9,-315.4774941164094,0.3467965348877192,0.5811420510785923,0.9603228803555344,0.7545572916666666,0.9371287729203376
71,135.70000000000002,-315.4774941164094,0.34794718104827105,0.5824833241209011,0.9597762018122328,0.7595052083333333,0.9329017697174439
72,147.50000000000003,-315.4774941164094,0.3476141420630153,0.5838909346120639,0.9591915460299363,0.7598307291666667,0.9298689935396136
73,-165.20000000000002,-305.258394351753,0.36149615994333006,0.590163201795328,0.9591192921028994,0.7802734375,0.9271273648448302
74,-153.4,-305.258394351753,0.35455166256898635,0.5886612987792859,0.9597762018122328,0.7657552083333333,0.9324063694615934
75,-141.60000000000002,-305.258394351753,0.35537077482146323,0.5872078167535296,0.9603982547510822,0.7662109375,0.9353068834101431
76,-129.8,-305.258394351753,0.3557888369368131,0.5858132243319789,0.9609829822741729,0.7661458333333333,0.9375996847431229
77,-118.0,-305.258394351753,0.3592017888090305,0.5844884080697709,0.9615278825488379,0.7694661458333333,0.9421393767277322
78,-106.2,-305.258394351753,0.366636827322285,0.583244530922292,0.9620304509890814,0.7806640625,0.9456841919613351
79,-94.4,-305.258394351753,0.3794950884230783,0.5820928529846331,0.9624882162203288,0.8031901041666667,0.9456049212133008
80,-82.60000000000001,-305.258394351753,0.39455954119995723,0.5810445151224087,0.9628987811542085,0.8315755208333333,0.9444451746349052
81,-70.80000000000001,-305.258394351753,0.4110034277743328,0.5801102901761718,0.9632598683046251,0.8619140625,0.9454966702439326
82,-59.0,-305.258394351753,0.42673677205742483,0.5793003105101947,0.9635693679851637,0.8915364583333333,0.9461820595927902
83,-47.2,-305.258394351753,0.43963794014560686,0.5786237841591042,0.963825387542043,0.9166666666666666,0.9454827942138289
84,-35.400000000000006,-305.258394351753,0.4496970498200991,0.5780887143257796,0.9640262993605971,0.9360677083333333,0.9452711284334098
85,-23.6,-305.258394351753,0.45709465324306137,0.5777016383721018,0.964170785107685,0.948046875,0.9475459420165768
86,-11.8,-305.258394351753,0.4612241795326213,0.5774674026747016,0.9642578736037994,0.95703125,0.9474128299858595
87,0.0,-305.258394351753,0.4633476343802492,0.5773889886516923,0.9642869699025757,0.9615885416666666,0.9477448481192609
88,11.8,-305.258394351753,0.4586775685938443,0.5774674026747018,0.9642578736037994,0.9571614583333333,0.9420941323343456
89,23.6,-305.258394351753,0.4550072976042605,0.5777016383721016,0.964170785107685,0.9489583333333333,0.9426545317663652
90,35.400000000000006,-305.258394351753,0.4475113854639296,0.5780887143257796,0.9640262993605971,0.9346354166666667,0.9423791523472094
91,47.2,-305.258394351753,0.43775694239353646,0.5786237841591042,0.963825387542043,0.916796875,0.9412729087541426
92,59.0,-305.258394351753,0.4259017656193217,0.5793003105101946,0.9635693679851637,0.8926432291666667,0.9431232132242701
93,70.80000000000001,-305.258394351753,0.40933623449920337,0.5801102901761719,0.9632598683046251,0.8609375,0.9428875532337152
94,82.60000000000001,-305.258394351753,0.3935436167960155,0.5810445151224086,0.9628987811542085,0.830859375,0.9429900548901146
95,94.4,-305.258394351753,0.3787134719859196,0.5820928529846332,0.9624882162203288,0.8026041666666667,0.9441833568193633
96,106.2,-305.258394351753,0.36611482852008514,0.583244530922292,0.9620304509890814,0.7807291666666667,0.9441223534280321
97,118.0,-305.258394351753,0.359262986218561,0.584488408069771,0.9615278825488379,0.770703125,0.939972606556004
98,129.8,-305.258394351753,0.3554817883389365,0.5858132243319789,0.9609829822741729,0.765625,0.9368263548240162
99,141.60000000000002,-305.258394351753,0.35528077108911466,0.5872078167535296,0.9603982547510822,0.766015625,0.9346462153119238
100,153.4,-305.258394351753,0.3550048295457451,0.588661298779286,0.9597762018122328,0.7662760416666666,0.9318086309392526
101,165.20000000000002,-305.258394351753,0.36332467544669955,0.5901632017953279,0.9591192921028994,0.7804036458333333,0.9311084619705982
102,-182.9,-295.0392945870966,0.381088872428574,0.5967943950705724,0.958903604818332,0.8096354166666667,0.9258224648230212
103,-171.1,-295.0392945870966,0.3696808431700894,0.5952367198652831,0.959628916065329,0.7867838541666666,0.9303133501621563
104,-159.3,-295.0392945870966,0.3670637203468451,0.5937090582503498,0.9603228803555344,0.7825520833333334,0.9322319310340024
105,-147.5,-295.0392945870966,0.3675339273362551,0.5922213601218086,0.9609829822741729,0.7825520833333334,0.9355549405245035
106,-135.70000000000002,-295.0392945870966,0.36770232482256493,0.5907842275333031,0.9616066187978375,0.7821614583333333,0.938100058078555
107,-123.9,-295.0392945870966,0.36907422473553037,0.589408823106004,0.9621911220109927,0.7835286458333334,0.9404303392244475
108,-112.1,-295.0392945870966,0.37302662554002025,0.5881067433721283,0.962733788295644,0.78828125,0.9441417911747394
109,-100.3,-295.0392945870966,0.37966133161167853,0.5868898516854318,0.9632319142849117,0.7981119791666667,0.9471758331811652
110,-88.5,-295.0392945870966,0.3927896366828598,0.5857700680067403,0.9636828394907577,0.8210286458333333,0.9468715933403018
111,-76.7,-295.0392945870966,0.40863110157732746,0.5847591170324815,0.9640839950171981,0.8509114583333334,0.9458019036332286
112,-64.9,-295.0392945870966,0.42415068073326734,0.5838682411229935,0.9644329571746725,0.8805338541666666,0.9454565162375856
113,-53.1,-295.0392945870966,0.4391253028593827,0.5831078894225764,0.964727504165394,0.9083984375,0.9460413758583516
114,-41.300000000000004,-295.0392945870966,0.4509679961135601,0.5824873986570415,0.964965673386791,0.9300130208333334,0.9466808545239143
115,-29.500000000000007,-295.0392945870966,0.4593319733318858,0.582014683875379,0.9651458163935227,0.9470052083333333,0.9453465164910269
116,-17.700000000000003,-295.0392945870966,0.4646078575588547,0.5816959586916073,0.9652666482686033,0.9588541666666667,0.9443767710869714
117,-5.9,-295.0392945870966,0.46841670845785394,0.5815355042795349,0.9653272881676374,0.96640625,0.9450973099147857
118,5.9,-295.0392945870966,0.46721909808844775,0.5815355042795349,0.9653272881676374,0.9663411458333333,0.9426724873182906
119,17.700000000000003,-295.0392945870966,0.46331352886328714,0.5816959586916073,0.9652666482686033,0.9598307291666667,0.9408136482052835
120,29.5,-295.0392945870966,0.45702561571422773,0.582014683875379,0.9651458163935227,0.9465494791666667,0.94181658519063
121,41.300000000000004,-295.0392945870966,0.4481903671923841,0.5824873986570415,0.964965673386791,0.9295572916666667,0.9415190882909622
122,53.1,-295.0392945870966,0.43741187270948567,0.5831078894225763,0.964727504165394,0.90859375,0.9422970431351226
123,64.9,-295.0392945870966,0.42326796031529124,0.5838682411229936,0.9644329571746725,0.8805989583333333,0.9439777726783952
124,76.70000000000002,-295.0392945870966,0.4075329633593688,0.5847591170324814,0.9640839950171981,0.8500651041666667,0.944553264261121
125,88.50000000000001,-295.0392945870966,0.391777015589249,0.5857700680067404,0.9636828394907577,0.8207682291666667,0.9446886948085395
126,100.30000000000001,-295.0392945870966,0.37968121233420615,0.5868898516854316,0.9632319142849117,0.7981119791666667,0.947183508655251
127,112.10000000000001,-295.0392945870966,0.37279744755940986,0.5881067433721284,0.962733788295644,0.7880208333333333,0.9433863183164232
128,123.9,-295.0392945870966,0.3691754128025587,0.5894088231060037,0.9621911220109927,0.7829427083333333,0.9406866944469042
129,135.70000000000002,-295.0392945870966,0.367541744405326,0.5907842275333031,0.9616066187978375,0.7819010416666666,0.9375772677405522
130,147.50000000000003,-295.0392945870966,0.36767581563029783,0.5922213601218087,0.9609829822741729,0.7819661458333333,0.9360719904796287
131,159.3,-295.0392945870966,0.369029443653783,0.5937090582503497,0.9603228803555344,0.7824869791666667,0.9359385565209111
132,171.10000000000002,-295.0392945870966,0.3714112325757832,0.595236719865283,0.959628916065329,0.7868489583333333,0.9334743062738425
133,182.9,-295.0392945870966,0.38415145187054606,0.5967943950705724,0.958903604818332,0.8107421875,0.930981773570544
134,-200.60000000000002,-284.82019482244027,0.40365916175106115,0.6037078305763381,0.9585476371914028,0.8426432291666667,0.9269838266886307
135,-188.8,-284.82019482244027,0.39033348674483465,0.602135968069006,0.9593365983978812,0.8176432291666667,0.9296010238064941
136,-177.0,-284.82019482244027,0.3855068208776947,0.6005762762062868,0.9600979608161195,0.8094401041666667,0.9305605866448989
137,-165.20000000000002,-284.82019482244027,0.3819846853961634,0.5990377169693842,0.9608292557183232,0.8028645833333333,0.9326530096773805
138,-153.4,-284.82019482244027,0.38049484790776755,0.5975300800348298,0.9615278825488379,0.79921875,0.9361683851723208
139,-141.60000000000002,-284.82019482244027,0.38047634005100406,0.5960639338156182,0.9621911220109927,0.79921875,0.9378251902259815
140,-129.8,-284.82019482244027,0.3808683494585597,0.5946505492801716,0.9628161554579736,0.7983723958333333,0.9411756179374439
141,-118.0,-284.82019482244027,0.3826930013715156,0.5933017899873804,0.9634000914881027,0.8009114583333333,0.9432416568933918
142,-106.2,-284.82019482244027,0.38651855265820534,0.5920299613551889,0.9639400004448292,0.8054036458333333,0.9464435819692448
143,-94.4,-284.82019482244027,0.394127200909834,0.590847613463767,0.9644329571746725,0.8166015625,0.9495764404703362
144,-82.60000000000001,-284.82019482244027,0.40767149876827347,0.5897672950346482,0.9648760918847047,0.841015625,0.9484812284087688
145,-70.80000000000001,-284.82019482244027,0.4233567076979939,0.5888012613621576,0.9652666482686033,0.8703125,0.9474823788395924
146,-59.0,-284.82019482244027,0.43756682634990135,0.5879611450503257,0.9656020472708424,0.8989583333333333,0.9451883314114418
147,-47.2,-284.82019482244027,0.45163794580128164,0.5872576042909298,0.9658799540045762,0.9240234375,0.9465026865201732
148,-35.400000000000006,-284.82019482244027,0.461089310438702,0.586699968111883,0.9660983445402793,0.9432942708333333,0.944817009690557
149,-23.6,-284.82019482244027,0.46832616021368473,0.5862959009458506,0.9662555686764948,0.9591796875,0.9428694470402245
150,-11.8,-284.82019482244027,0.473128776969728,0.5860511097835756,0.9663504045317456,0.9701822916666667,0.9419420545010284
151,0.0,-284.82019482244027,0.47393960788906886,0.5859691159323221,0.966382100969362,0.9712890625,0.9430110615075613
152,11.8,-284.82019482244027,0.47144835822900233,0.5860511097835753,0.9663504045317456,0.9705078125,0.9384816097783356
153,23.6,-284.82019482244027,0.46627343519507114,0.5862959009458506,0.9662555686764948,0.9583333333333334,0.9400241523148903
154,35.400000000000006,-284.82019482244027,0.45887753701823486,0.5866999681118831,0.9660983445402793,0.9421875,0.9416740683399974
155,47.2,-284.82019482244027,0.4489235838436677,0.5872576042909297,0.9658799540045762,0.9227864583333333,0.9424048811635407
156,59.0,-284.82019482244027,0.4366256232557127,0.5879611450503257,0.9656020472708424,0.898828125,0.9436131858945316
157,70.80000000000001,-284.82019482244027,0.4218928320485772,0.5888012613621575,0.9652666482686033,0.8693359375,0.9456803937440115
158,82.60000000000001,-284.82019482244027,0.4060623144804852,0.5897672950346481,0.9648760918847047,0.8397135416666667,0.9464482611131627
159,94.4,-284.82019482244027,0.39361948766154525,0.590847613463767,0.9644329571746725,0.8164713541666667,0.9486324759051723
160,106.2,-284.82019482244027,0.3869532195202121,0.5920299613551888,0.9639400004448292,0.8060546875,0.9461727780667946
161,118.0,-284.82019482244027,0.38279301245395464,0.5933017899873803,0.9634000914881027,0.800390625,0.9428937238087897
162,129.8,-284.82019482244027,0.3812308434733165,0.5946505492801717,0.9628161554579736,0.7985677083333333,0.9411801460158473
163,141.60000000000002,-284.82019482244027,0.381063875439002,0.5960639338156185,0.9621911220109927,0.7982421875,0.9400690215859568
164,153.4,-284.82019482244027,0.3817809064169602,0.5975300800348297,0.9615278825488379,0.7982421875,0.9397979102864792
165,165.20000000000002,-284.82019482244027,0.384446171880629,0.5990377169693843,0.9608292557183232,0.8028645833333333,0.937366621947165
166,177.0,-284.82019482244027,0.38878548735666735,0.6005762762062868,0.9600979608161195,0.8099609375,0.9364858513250256
167,188.8,-284.82019482244027,0.3933334943232573,0.602135968069006,0.9593365983978812,0.8184895833333333,0.9343761842364786
168,200.60000000000002,-284.82019482244027,0.4070127040149694,0.6037078305763381,0.9585476371914028,0.8420572916666667,0.9342589037243937
169,-206.5,-274.6010950577839,0.4123203931741611,0.6092710989808214,0.958903604818332,0.8490234375,0.9299395778070747
170,-194.70000000000002,-274.6010950577839,0.4073235327723024,0.6077233945420717,0.9597270220570523,0.840234375,0.9307757913589931
171,-182.9,-274.6010950577839,0.40233129059449435,0.6061792709341286,0.9605243306791332,0.8327473958333333,0.931027932011565
172,-171.1,-274.6010950577839,0.3981953940074714,0.6046472323639219,0.9612930276401511,0.8253255208333333,0.9329877072597804
173,-159.3,-274.6010950577839,0.3950826669670549,0.6031367181448959,0.9620304509890814,0.8188151041666667,0.935669323111443
174,-147.5,-274.6010950577839,0.3937928296086781,0.6016580692813954,0.962733788295644,0.8151041666666666,0.939321978494665
175,-135.70000000000002,-274.6010950577839,0.393086287510488,0.6002224681988726,0.9634000914881027,0.8133463541666667,0.9415373809172679
176,-123.9,-274.6010950577839,0.3944671561875512,0.598841845963859,0.9640262993605971,0.8145182291666667,0.9440472798425397
177,-112.1,-274.6010950577839,0.39767133876771327,0.5975287498847133,0.9646092689093264,0.8186197916666667,0.9471329980009929
178,-100.3,-274.6010950577839,0.40070091475195907,0.596296164047297,0.9651458163935227,0.8241536458333333,0.9471986654692258
179,-88.5,-274.6010950577839,0.40989686893500415,0.595157277037736,0.9656327685497463,0.8373046875,0.9508539431988469
180,-76.7,-274.6010950577839,0.42180387347682596,0.5941251952805764,0.9660670236919434,0.858984375,0.949671857741404
181,-64.9,-274.6010950577839,0.438289379230751,0.5932126067215312,0.9664456215126763,0.8908203125,0.9473599160792908
182,-53.1,-274.6010950577839,0.4507688170720355,0.5924314068907753,0.9667658193182193,0.9161458333333333,0.94481485625859
183,-41.300000000000004,-274.6010950577839,0.462052516606433,0.5917923062320074,0.9670251712943546,0.939453125,0.9422711623561764
184,-29.500000000000007,-274.6010950577839,0.4707011526062422,0.5913044427318493,0.967221606379196,0.9561848958333333,0.9418046619658824
185,-17.700000000000003,-274.6010950577839,0.47623520493913457,0.5909750266364332,0.9673534996164916,0.9709635416666667,0.9381136757355587
186,-5.9,-274.6010950577839,0.47817018511625975,0.5908090441316638,0.9674197316741753,0.9757161458333333,0.9378815469387207
187,5.9,-274.6010950577839,0.4772278227693845,0.5908090441316638,0.9674197316741753,0.9761067708333333,0.935523015600359
188,17.700000000000003,-274.6010950577839,0.47438737805355824,0.5909750266364332,0.9673534996164916,0.9704427083333333,0.9351935365938718
189,29.5,-274.6010950577839,0.47010165439653184,0.5913044427318491,0.967221606379196,0.9570963541666667,0.9397746648176394
190,41.300000000000004,-274.6010950577839,0.4614481814402293,0.5917923062320073,0.9670251712943546,0.9391927083333333,0.9412973205705198
191,53.1,-274.6010950577839,0.45011800979793776,0.5924314068907754,0.9667658193182193,0.91640625,0.9433083229770859
192,64.9,-274.6010950577839,0.4364937212499182,0.5932126067215313,0.9664456215126763,0.8895182291666667,0.9453764459527249
193,76.70000000000002,-274.6010950577839,0.4212722756090971,0.5941251952805763,0.9660670236919434,0.8593098958333333,0.94815277903066
194,88.50000000000001,-274.6010950577839,0.40891671081913705,0.595157277037736,0.9656327685497463,0.8356770833333333,0.9509256351639421
195,100.30000000000001,-274.6010950577839,0.4019618818712177,0.5962961640472972,0.9651458163935227,0.825,0.9486085844362772
196,112.10000000000001,-274.6010950577839,0.3966916534790086,0.5975287498847132,0.9646092689093264,0.8177734375,0.9452518597313999
197,123.9,-274.6010950577839,0.3948815610920421,0.598841845963859,0.9640262993605971,0.8145182291666667,0.9446826214072821
198,135.70000000000002,-274.6010950577839,0.3946523520815623,0.6002224681988726,0.9634000914881027,0.813671875,0.9442396148676196
199,147.50000000000003,-274.6010950577839,0.3952514530386743,0.6016580692813955,0.962733788295644,0.8145833333333333,0.9426699313943107
200,159.3,-274.6010950577839,0.3979037096554173,0.6031367181448958,0.9620304509890814,0.8192057291666667,0.9410897233918064
201,171.10000000000002,-274.6010950577839,0.40146250139033174,0.6046472323639218,0.9612930276401511,0.8259114583333333,0.9385790468702643
202,182.9,-274.6010950577839,0.4054545544768073,0.6061792709341286,0.9605243306791332,0.8325520833333333,0.9372356484491403
203,194.70000000000002,-274.6010950577839,0.41045765350901836,0.6077233945420717,0.9597270220570523,0.8409505208333333,0.9363791858775589
204,206.50000000000003,-274.6010950577839,0.41523084626072815,0.6092710989808213,0.958903604818332,0.8491536458333333,0.9356026991403879
205,-224.20000000000002,-264.3819952931275,0.4433353885946502,0.6165444332975875,0.9583361133138909,0.8942708333333333,0.9321901484542318
206,-212.4,-264.3819952931275,0.4300088532880356,0.6150517712103848,0.9592156708553269,0.8725260416666667,0.9310402638190403
207,-200.60000000000002,-264.3819952931275,0.4256163660968718,0.6135476336787422,0.9600730800521599,0.864453125,0.9322164239695377
208,-188.8,-264.3819952931275,0.42003909988269095,0.6120388526808159,0.960906012343722,0.855859375,0.9323156514972892
209,-177.0,-264.3819952931275,0.4150279422233984,0.6105332788588028,0.9617119563780799,0.8474609375,0.9332983086215579
210,-165.20000000000002,-264.3819952931275,0.4113095687176415,0.6090397922489992,0.9624882162203288,0.8407552083333333,0.935733704264171
211,-153.4,-264.3819952931275,0.409130449381743,0.6075682882826982,0.9632319142849117,0.8353515625,0.938978212513793
212,-141.60000000000002,-264.3819952931275,0.4076974693060728,0.6061296355582785,0.9639400004448292,0.8317708333333333,0.94181968652792
213,-129.8,-264.3819952931275,0.40757452385431076,0.6047356009018318,0.9646092689093264,0.8311848958333333,0.9437441895838871
214,-118.0,-264.3819952931275,0.40964488586104336,0.6033987356982513,0.9652363844993614,0.8328776041666667,0.9469700159555862
215,-106.2,-264.3819952931275,0.4120604875707509,0.6021322160869682,0.965817919826682,0.8357421875,0.949263577259413
216,-94.4,-264.3819952931275,0.41614724866743863,0.60094962949927,0.9663504045317456,0.8432291666666667,0.9491158618975745
217,-82.60000000000001,-264.3819952931275,0.4243457189787398,0.5998647022907424,0.966830387098057,0.8561197916666666,0.9507091549219777
218,-70.80000000000001,-264.3819952931275,0.4383984135561754,0.5988909684224628,0.9672545088013306,0.8809244791666667,0.9504306970429425
219,-59.0,-264.3819952931275,0.4525797555694631,0.5980413867673248,0.9676195880871014,0.9083333333333333,0.9479985328073627
220,-47.2,-264.3819952931275,0.46396999972795094,0.5973279231835807,0.9679227121900172,0.9345703125,0.9421127120045208
221,-35.400000000000006,-264.3819952931275,0.47288068594096583,0.5967611211351848,0.9681613312908707,0.9541666666666667,0.938622127239773
222,-23.6,-264.3819952931275,0.4789846503714614,0.5963496898419667,0.9683333492128834,0.9704427083333333,0.9346144207551926
223,-11.8,-264.3819952931275,0.4824187004195958,0.5961001409551959,0.9684372038869016,0.980859375,0.931431970800462
224,0.0,-264.3819952931275,0.48461239869479394,0.5960165033695428,0.9684719308350809,0.9824869791666667,0.9345706216663736
225,11.8,-264.3819952931275,0.4819535531690578,0.5961001409551959,0.9684372038869016,0.9809895833333333,0.9300144680842217
226,23.6,-264.3819952931275,0.47828531479660735,0.5963496898419666,0.9683333492128834,0.97109375,0.932794095777237
227,35.400000000000006,-264.3819952931275,0.4721820020413762,0.5967611211351848,0.9681613312908707,0.9542317708333333,0.9377383197446487
