model,shift,distance_m,base_bed_elevation_m,forecast_2033_bed_elevation_m,ten_year_change_m,development_coefficient_a,abs_a_lt_0_3,level_ratio_pass,in_sample_mae
raw_interval,3.0,1845.0,41.67297212636734,164.27849078005642,122.60551865368909,-0.22865689717394677,True,True,0.03055595894963936
raw_interval,3.0,1850.0,41.65968786428882,163.38742543564143,121.72773757135262,-0.2279498790079421,True,True,0.03192238747029963
raw_interval,3.0,1855.0,41.642288414447506,163.4243153680173,121.7820269535698,-0.2280125599199854,True,True,0.03152682269292795
raw_interval,3.0,1860.0,41.621377362641574,162.3837160858375,120.76233872319594,-0.22682951258383294,True,True,0.0390270530801029
raw_interval,3.0,1865.0,41.6,154.76955445197564,113.16955445197564,-0.22051359290102604,True,True,0.05084881268666752
raw_interval,3.0,1870.0,41.579166666666666,146.35708113316298,104.77791446649631,-0.21444660776889907,True,True,0.042263942941278554
raw_interval,3.0,1875.0,41.55833333333334,142.75282346223128,101.19449012889795,-0.21035812675072244,True,True,0.06140288126749649
raw_interval,3.0,1880.0,41.53515625,143.4452416148257,101.91008536482569,-0.20869264858495293,True,True,0.0999250550160542
raw_interval,3.0,1885.0,41.50925925925927,147.59163280674312,106.08237354748384,-0.21271407962528346,True,True,0.08927072888886656
raw_interval,3.0,1890.0,41.5,148.4135445053783,106.91354450537831,-0.21377691414050567,True,True,0.08246066985086076
raw_interval,3.0,1895.0,41.5,150.63847399357581,109.1384739935758,-0.21647304816189633,True,True,0.06652466615682151
raw_interval,3.0,1900.0,41.5,152.30964440470368,110.80964440470368,-0.21837036139932162,True,True,0.05646877900303293
raw_interval,3.0,1905.0,41.48900067552012,152.05025763581347,110.56125696029335,-0.2174178858126327,True,True,0.06927553420170662
raw_interval,3.0,1910.0,41.46018235253434,151.51899980099483,110.0588174484605,-0.21587707706552473,True,True,0.08884763887809566
raw_interval,3.0,1915.0,41.43925559359996,150.6297240672143,109.19046847361436,-0.21385788227192756,True,True,0.11195264363038238
raw_interval,3.0,1920.0,41.423032546285256,148.46504811662493,107.04201557033967,-0.21049426215238493,True,True,0.14112163035067793
raw_interval,3.0,1925.0,41.383644762335045,145.2647313742365,103.88108661190147,-0.20693491746792897,True,True,0.1590855354010614
raw_interval,3.0,1930.0,41.123250764839916,143.63479293201303,102.51154216717312,-0.20557114602432816,True,True,0.16338044694640885
raw_interval,3.0,1935.0,40.800000000000004,144.47651501630483,103.67651501630482,-0.2068542906398666,True,True,0.15754993745775003
raw_interval,3.0,1940.0,40.550389846764496,142.81266449518162,102.26227464841713,-0.205196489906971,True,False,0.166398094445098
raw_interval,3.0,1945.0,40.33431950215053,140.39388232331805,100.05956282116752,-0.20299277731957163,True,False,0.1729822873775535
raw_interval,3.0,1950.0,40.18783526435339,137.5143464421728,97.32651117781941,-0.19983781522811986,True,False,0.18793271742568685
raw_interval,3.0,1955.0,40.07270266460046,136.20161296481325,96.1289103002128,-0.19850649936904327,True,False,0.1932858898659231
raw_interval,3.0,1960.0,39.945397244673764,133.5064904966634,93.56109325198962,-0.1950873842982383,True,False,0.21449441252046464
raw_interval,3.0,1965.0,39.80133779511371,129.51930910753845,89.71797131242475,-0.19006737556874356,True,False,0.24308659193902216
raw_interval,3.0,1970.0,39.67837178364891,124.78508860908757,85.10671682543865,-0.1838483847723524,True,False,0.278602927052471
raw_interval,3.0,1975.0,39.57846070072168,121.39831257252237,81.8198518718007,-0.17950608652159028,True,False,0.3003477050525887
raw_interval,3.0,1980.0,39.5,120.15160443151214,80.65160443151214,-0.17790737059273973,True,False,0.30872670644432887
raw_interval,3.0,1985.0,39.433944954128435,121.15738405802193,81.7234391038935,-0.17861174191164955,True,False,0.3157509464647963
raw_interval,3.0,1990.0,39.4,121.90095490364155,82.50095490364154,-0.17871502149440585,True,False,0.3286518543179624
raw_interval,3.0,1995.0,39.4,120.85159674116042,81.45159674116043,-0.17721449536995834,True,False,0.3376931943962611
