model,shift,distance_m,base_bed_elevation_m,forecast_2033_bed_elevation_m,ten_year_change_m,development_coefficient_a,abs_a_lt_0_3,level_ratio_pass,in_sample_mae
annualized,3.0,1990.0,39.4,177.5829266284941,138.1829266284941,-0.22285629045546326,True,False,0.77773285269306
annualized,3.0,1995.0,39.4,174.82082122479224,135.42082122479223,-0.2200997370604302,True,False,0.7978746619342465
annualized,3.0,2000.0,39.4,162.1360883670763,122.73608836707629,-0.20981104572145035,True,False,0.8359481561126012
annualized,3.0,2005.0,39.4,149.0053235417462,109.6053235417462,-0.19743158791123455,True,False,0.894631860644363
annualized,3.0,2010.0,39.4,147.25220143005856,107.85220143005857,-0.19543289364292968,True,False,0.9082710141180386
annualized,3.0,2015.0,39.33,150.46800912909507,111.13800912909507,-0.1988945153061474,True,False,0.886220456353709
annualized,3.0,2020.0,39.2,147.55332316766862,108.35332316766862,-0.198441517661916,True,False,0.837026085967358
annualized,3.0,2025.0,39.06503916449087,113.04234584806538,73.97730668357451,-0.16468849554088774,True,False,0.8911399321836149
annualized,3.0,2030.0,38.9,86.65826060983616,47.75826060983616,-0.1280001544854905,True,False,1.0166878563815656
annualized,3.0,2035.0,38.63377772443078,82.1308212537859,43.49704352935512,-0.12052082377671336,True,False,1.0952911636202953
annualized,3.0,2040.0,38.36192232227427,86.42986548159766,48.06794315932339,-0.12855471724510642,True,False,1.121529270697148
annualized,3.0,2045.0,38.300000000000004,115.49447264936006,77.19447264936007,-0.19591017351631101,True,False,0.5684119811962081
annualized,3.0,2050.0,38.300000000000004,1790.21229147181,1751.91229147181,-0.6012094047216471,False,False,0.4805058802779097
annualized,4.0,1820.0,42.04196616541354,425.06878115291033,383.0268149874968,-0.3324221508476022,False,False,0.2319141654753702
annualized,4.0,1825.0,41.90878399122808,355.1425907575532,313.23380676632513,-0.3081188112073521,False,False,0.13509755902059717
annualized,4.0,1830.0,41.800030075187976,291.3907995204771,249.5907694452891,-0.280448640654539,True,True,0.02598655089722466
annualized,4.0,1835.0,41.72498543233083,272.4097061799781,230.6847207476473,-0.2719317582934256,True,True,0.03198691479265693
annualized,4.0,1840.0,41.69012812011664,263.1011367974819,221.4110086773653,-0.26767205888711104,True,False,0.03793885842304395
annualized,4.0,1845.0,41.67297212636734,245.47300534349347,203.80003321712613,-0.2573129943636643,True,False,0.09006310366095968
annualized,4.0,1850.0,41.65968786428882,244.07572603713373,202.4160381728449,-0.25658471094419955,True,False,0.09258549022982578
annualized,4.0,1855.0,41.642288414447506,244.24852140229373,202.60623298784623,-0.2567138295586983,True,False,0.09166040358675308
annualized,4.0,1860.0,41.621377362641574,240.6856638506321,199.06428648799053,-0.25428611583030836,True,True,0.10919964871978402
annualized,4.0,1865.0,41.6,229.08464931482786,187.48464931482786,-0.24796381518126043,True,True,0.1306575882036568
annualized,4.0,1870.0,41.579166666666666,222.61824999720972,181.03908333054304,-0.24638681155332223,True,True,0.10051756648128611
annualized,4.0,1875.0,41.55833333333334,213.42059950241602,171.8622661690827,-0.23975551722925167,True,True,0.1435519371308532
annualized,4.0,1880.0,41.53515625,204.92767361540274,163.39251736540274,-0.23087719916284424,True,False,0.23892665356737242
annualized,4.0,1885.0,41.50925925925927,211.56494733271197,170.0556880734527,-0.23531956586858063,True,False,0.21753817890713983
annualized,4.0,1890.0,41.5,214.0353380923985,172.5353380923985,-0.2373147894453345,True,False,0.20173117478179697
annualized,4.0,1895.0,41.5,220.39315554255361,178.89315554255361,-0.24220576264771237,True,False,0.16497838097012404
annualized,4.0,1900.0,41.5,224.89381461336902,183.39381461336902,-0.2454809875557158,True,True,0.14201578150920552
annualized,4.0,1905.0,41.48900067552012,221.12330666546947,179.63430598994935,-0.24216806817949205,True,False,0.1732860598865614
annualized,4.0,1910.0,41.46018235253434,215.64086693873296,174.18068458619862,-0.23723829118709308,True,False,0.2209019272441745
annualized,4.0,1915.0,41.43925559359996,209.49782799591054,168.05857240231057,-0.23156771343817792,True,False,0.2767443548802838
annualized,4.0,1920.0,41.423032546285256,201.55533721299258,160.13230466670734,-0.22431278410115327,True,False,0.34593066075871615
annualized,4.0,1925.0,41.383644762335045,195.31695368155172,153.93330891921667,-0.21917479897271377,True,False,0.3862784618312568
annualized,4.0,1930.0,41.123250764839916,193.04244801282198,151.91919724798205,-0.2176694677980598,True,False,0.3951609455833538
annualized,4.0,1935.0,40.800000000000004,194.80002702480118,154.00002702480117,-0.21938544258676,True,False,0.382272710131968
annualized,4.0,1940.0,40.550389846764496,191.74011689117458,151.1897270444101,-0.21695477326991158,True,False,0.40224994094593136
annualized,4.0,1945.0,40.33431950215053,188.39510826646514,148.06078876431462,-0.21460424921131463,True,False,0.4156787397057714
annualized,4.0,1950.0,40.18783526435339,183.43499253297477,143.24715726862138,-0.21040389540603938,True,False,0.4488195419154777
annualized,4.0,1955.0,40.07270266460046,181.43699775970157,141.3642950951011,-0.20880401490421258,True,False,0.46037046804111914
annualized,4.0,1960.0,39.945397244673764,176.1063922642416,136.16099501956785,-0.20364771970808476,True,False,0.5087915098433227
annualized,4.0,1965.0,39.80133779511371,169.07399176205487,129.27265396694116,-0.19670938662542797,True,False,0.5732640025554736
annualized,4.0,1970.0,39.67837178364891,161.20708598531883,121.5287142016699,-0.1884698898635052,True,False,0.653058285026913
annualized,4.0,1975.0,39.57846070072168,156.25661583589618,116.6781551351745,-0.18330175400628512,True,False,0.7009133901053766
annualized,4.0,1980.0,39.5,154.45478556161834,114.95478556161835,-0.18138894859775495,True,False,0.7194304350026635
annualized,4.0,1985.0,39.433944954128435,154.81431759001632,115.38037263588788,-0.18098168367551848,True,False,0.7381214702490645
annualized,4.0,1990.0,39.4,154.51343101552948,115.11343101552949,-0.1795766547888558,True,False,0.7706062713927406
annualized,4.0,1995.0,39.4,152.9395800302547,113.53958003025468,-0.1777091569848709,True,False,0.790891391018103
annualized,4.0,2000.0,39.4,144.16819453396934,104.76819453396935,-0.16983960233079107,True,False,0.8295809597793569
annualized,4.0,2005.0,39.4,135.0679803143842,95.66798031438418,-0.1605384711213912,True,False,0.8889582479426458
annualized,4.0,2010.0,39.4,133.91181067374959,94.51181067374958,-0.15910153354775228,True,False,0.90270063554756
annualized,4.0,2015.0,39.33,136.07635235764621,96.7463523576462,-0.1616381656134034,True,False,0.88046883879633
annualized,4.0,2020.0,39.2,133.04194640509172,93.84194640509172,-0.16046128047742442,True,False,0.8313887433299388
annualized,4.0,2025.0,39.06503916449087,106.15664070314753,67.09160153865666,-0.133187144643847,True,False,0.8873182464182305
annualized,4.0,2030.0,38.9,84.51848470806334,45.618484708063335,-0.10411101724794794,True,False,1.0143952555427205
annualized,4.0,2035.0,38.63377772443078,80.76294056178801,42.12916283735723,-0.09846090870193597,True,False,1.0932430709651395
annualized,4.0,2040.0,38.36192232227427,84.62887373291714,46.266951410642875,-0.10518375567510012,True,False,1.119165203330068
annualized,4.0,2045.0,38.300000000000004,101.67580800513423,63.37580800513422,-0.14953712967287147,True,False,0.5634471778862636
annualized,4.0,2050.0,38.300000000000004,298.1283322329452,259.8283322329452,-0.32653472645121434,False,False,0.43988680852255296
annualized,5.0,1820.0,42.04196616541354,275.5326724603168,233.49070629490325,-0.25295659540863397,True,True,0.23872470446049193
annualized,5.0,1825.0,41.90878399122808,245.94003093766383,204.03124694643574,-0.23721660779051426,True,True,0.14235540850212813
annualized,5.0,1830.0,41.800030075187976,216.74795862301227,174.9479285478243,-0.21908165572918006,True,True,0.019053464697672128
annualized,5.0,1835.0,41.72498543233083,206.29724979046955,164.5722643581387,-0.21288480157446243,True,True,0.02099575754739859
annualized,5.0,1840.0,41.69012812011664,200.9229901219755,159.23286200185885,-0.2096929289715705,True,True,0.027212192507183264
annualized,5.0,1845.0,41.67297212636734,192.25929211016975,150.5863199838024,-0.20288442214845379,True,True,0.08332857360916543
annualized,5.0,1850.0,41.65968786428882,191.4400919615895,149.78040409730067,-0.20234891495394788,True,True,0.08587356124102358
annualized,5.0,1855.0,41.642288414447506,191.507566382737,149.8652779682895,-0.20242922858839935,True,True,0.08494688566121421
annualized,5.0,1860.0,41.621377362641574,189.89861834087424,148.27724097823267,-0.20091647824241385,True,True,0.10251766642553281
annualized,5.0,1865.0,41.6,182.9619126748265,141.3619126748265,-0.1962224318478214,True,True,0.12418754669514166
annualized,5.0,1870.0,41.579166666666666,177.36637442623328,135.78720775956663,-0.1940229907257723,True,True,0.09425952488060645
annualized,5.0,1875.0,41.55833333333334,172.7254474102242,131.16711407689087,-0.1896867052920112,True,True,0.1374304208269635
annualized,5.0,1880.0,41.53515625,169.99562464596264,128.46046839596264,-0.1846832043384932,True,True,0.23289728895658013
annualized,5.0,1885.0,41.50925925925927,173.9971981087754,132.48793884951613,-0.18790338568781262,True,True,0.21135575994795525
annualized,5.0,1890.0,41.5,175.19411528161461,133.69411528161461,-0.18918381812799726,True,True,0.19550498129757116
annualized,5.0,1895.0,41.5,178.3023643618877,136.8023643618877,-0.19233312783326528,True,True,0.1586485772699344
annualized,5.0,1900.0,41.5,180.52280793996343,139.02280793996343,-0.1944556078389104,True,True,0.1356188649054042
annualized,5.0,1905.0,41.48900067552012,179.11035609560406,137.62135542008394,-0.19252627517195306,True,True,0.16692434390305158
annualized,5.0,1910.0,41.46018235253434,176.96616417259517,135.50598182006084,-0.18960904633752745,True,True,0.2146083126387947
annualized,5.0,1915.0,41.43925559359996,174.41661528848076,132.9773596948808,-0.18617222234778577,True,True,0.27055253504394683
annualized,5.0,1920.0,41.423032546285256,170.68382371470983,129.26079116842456,-0.18156860835782868,True,False,0.33991292253302763
annualized,5.0,1925.0,41.383644762335045,167.13984256941555,125.75619780708051,-0.17803946192166042,True,False,0.3804271246169968
annualized,5.0,1930.0,41.123250764839916,165.60369005796483,124.4804392931249,-0.17693670299016967,True,False,0.38936785653632655
annualized,5.0,1935.0,40.800000000000004,166.50323803498318,125.70323803498319,-0.17813721216725703,True,False,0.37642052879888793
annualized,5.0,1940.0,40.550389846764496,164.66203579263333,124.11164594586884,-0.1764693713070583,True,False,0.39647742448890255
annualized,5.0,1945.0,40.33431950215053,162.42618354313643,122.09186404098591,-0.1747305190582981,True,False,0.4099996957493953
annualized,5.0,1950.0,40.18783526435339,159.406697758918,119.2188624945646,-0.17177942505391558,True,False,0.4432890508913969
annualized,5.0,1955.0,40.07270266460046,158.11283033761734,118.04012767301688,-0.1706272769842408,True,False,0.4549002920193541
annualized,5.0,1960.0,39.945397244673764,154.99877248567415,115.05337524100038,-0.16708087821113504,True,False,0.5034974046628379
annualized,5.0,1965.0,39.80133779511371,150.6942997955602,110.8929620004465,-0.16220332691759384,True,False,0.5682217617864773
annualized,5.0,1970.0,39.67837178364891,145.73218096503183,106.05380918138293,-0.15632928991782505,True,False,0.6483256364844917
annualized,5.0,1975.0,39.57846070072168,142.4157823164698,102.83732161574811,-0.15254532567230766,True,False,0.69638444779433
annualized,5.0,1980.0,39.5,141.18885463161968,101.68885463161969,-0.15114340064777193,True,False,0.7149766986476138
annualized,5.0,1985.0,39.433944954128435,141.72212390561253,102.28817895148408,-0.1510351231976018,True,False,0.7336658754863946
annualized,5.0,1990.0,39.4,141.89569760410407,102.49569760410407,-0.1502340172757157,True,False,0.7661847817734011
annualized,5.0,1995.0,39.4,140.85560642451935,101.45560642451935,-0.14886989563396452,True,False,0.7865431755052605
annualized,5.0,2000.0,39.4,134.01485086705057,94.61485086705056,-0.14252177040101735,True,False,0.8255895937350233
annualized,5.0,2005.0,39.4,126.93767497805564,87.53767497805563,-0.13512339436803888,True,False,0.8853641495887162
annualized,5.0,2010.0,39.4,126.07937006050295,86.67937006050296,-0.13402121419966337,True,False,0.8991633276816442
annualized,5.0,2015.0,39.33,127.71447863063692,88.38447863063692,-0.13599856973709507,True,False,0.8768296350545282
annualized,5.0,2020.0,39.2,124.72623750751298,85.52623750751297,-0.13455265167356567,True,False,0.8278450297528255
annualized,5.0,2025.0,39.06503916449087,101.97926741227036,62.91422824777949,-0.11168291726831313,True,False,0.8848895862512374
annualized,5.0,2030.0,38.9,83.0669352432231,44.16693524322311,-0.08762234638974171,True,False,1.0129083537800099
annualized,5.0,2035.0,38.63377772443078,79.76765143814579,41.13387371371501,-0.08310484847480336,True,False,1.0919032621353886
annualized,5.0,2040.0,38.36192232227427,83.34439955973706,44.98247723746279,-0.08886600172870843,True,False,1.1176216678388666
annualized,5.0,2045.0,38.300000000000004,94.74967713235807,56.449677132358076,-0.12079801672293511,True,False,0.560600382205268
annualized,5.0,2050.0,38.300000000000004,168.37701022913922,130.0770102291392,-0.22319099260864572,True,False,0.4428238340080562
