date,low_pred_mean_flow_m3s,normal_pred_mean_flow_m3s,high_pred_mean_flow_m3s,low_pred_mean_sediment_flux_kg_s,normal_pred_mean_sediment_flux_kg_s,high_pred_mean_sediment_flux_kg_s,low_pred_water_volume_m3,low_pred_sediment_mass_kg,low_pred_water_volume_1e8_m3,low_pred_sediment_mass_1e4_t,normal_pred_water_volume_m3,normal_pred_sediment_mass_kg,normal_pred_water_volume_1e8_m3,normal_pred_sediment_mass_1e4_t,high_pred_water_volume_m3,high_pred_sediment_mass_kg,high_pred_water_volume_1e8_m3,high_pred_sediment_mass_1e4_t,pred_mean_flow_m3s,pred_mean_sediment_flux_kg_s,pred_water_volume_m3,pred_sediment_mass_kg,pred_water_volume_1e8_m3,pred_sediment_mass_1e4_t,year,month
2023-01-28,278.20980261682496,379.1962715602322,445.0681071924428,218.78644968167276,367.1500192247306,429.3628251084755,24037326.946093675,18903149.252496526,0.24037326946093673,1.8903149252496525,32762557.862804063,31721761.661016725,0.32762557862804065,3.1721761661016723,38453884.46142706,37096948.089372285,0.3845388446142706,3.7096948089372286,379.1962715602322,367.1500192247306,32762557.862804063,31721761.661016725,0.32762557862804065,3.1721761661016723,2023,1
2023-01-29,277.34573312707363,380.9343981363754,447.30055095856994,200.36278495586808,373.40604226007656,429.71136595787743,23962671.34217916,17311344.620187003,0.2396267134217916,1.7311344620187004,32912731.998982836,32262282.051270615,0.32912731998982836,3.2262282051270614,38646767.60282044,37127062.01876061,0.3864676760282044,3.7127062018760606,380.9343981363754,373.40604226007656,32912731.998982836,32262282.051270615,0.32912731998982836,3.2262282051270614,2023,1
2023-01-30,274.2803437467655,383.09335408350165,447.30055095856994,200.3699531770743,380.5156999798595,432.3704194321091,23697821.69972054,17311963.95449922,0.2369782169972054,1.7311963954499219,33099265.79281454,32876556.47825986,0.3309926579281454,3.287655647825986,38646767.60282044,37356804.23893423,0.3864676760282044,3.7356804238934225,383.09335408350165,380.5156999798595,33099265.79281454,32876556.47825986,0.3309926579281454,3.287655647825986,2023,1
2023-01-31,274.2803437467655,386.0178391212419,447.30055095856994,191.74060697941067,389.04780776359365,436.71161714887864,23697821.69972054,16566388.443021081,0.2369782169972054,1.656638844302108,33351941.3000753,33613730.59077449,0.333519413000753,3.361373059077449,38646767.60282044,37731883.72166312,0.3864676760282044,3.7731883721663118,386.0178391212419,389.04780776359365,33351941.3000753,33613730.59077449,0.333519413000753,3.361373059077449,2023,1
2023-02-01,274.2803437467655,389.9426087723641,453.54124603206174,189.15438124123233,399.9078171800654,442.33290906921235,23697821.69972054,16342938.539242472,0.2369782169972054,1.6342938539242473,33691041.39793226,34552035.40435765,0.3369104139793226,3.455203540435765,39185963.65717013,38217563.34357995,0.3918596365717013,3.8217563343579948,389.9426087723641,399.9078171800654,33691041.39793226,34552035.40435765,0.3369104139793226,3.455203540435765,2023,2
2023-02-02,274.2803437467655,394.5361158399416,465.1093637292662,189.16113790691352,412.20939771947934,477.5024193955069,23697821.69972054,16343522.315157328,0.2369782169972054,1.6343522315157328,34087920.40857095,35614891.962963015,0.34087920408570954,3.5614891962963013,40185449.0262086,41256209.035771795,0.40185449026208603,4.12562090357718,394.5361158399416,412.20939771947934,34087920.40857095,35614891.962963015,0.34087920408570954,3.5614891962963013,2023,2
2023-02-03,274.2803437467655,399.9906886872826,492.456799864324,199.264037662571,427.1547069596512,561.5841320217661,23697821.69972054,17216412.854046136,0.2369782169972054,1.7216412854046137,34559195.50258122,36906166.681313865,0.34559195502581214,3.6906166681313866,42548267.508277595,48520869.00668059,0.42548267508277593,4.852086900668059,399.9906886872826,427.1547069596512,34559195.50258122,36906166.681313865,0.34559195502581214,3.6906166681313866,2023,2
2023-02-04,277.34573312707363,407.2421121139238,535.6342917955561,199.7305461066328,448.83097050829815,602.9432161954792,23962671.34217916,17256719.183613073,0.2396267134217916,1.7256719183613074,35185718.48664302,38778995.85191696,0.35185718486643014,3.877899585191696,46278802.81113605,52094293.8792894,0.4627880281113605,5.209429387928941,407.2421121139238,448.83097050829815,35185718.48664302,38778995.85191696,0.35185718486643014,3.877899585191696,2023,2
2023-02-05,281.6249344096514,415.0228307227127,545.75639478061,200.80245760305365,471.12270980877946,671.542638352179,24332394.332993884,17349332.336903837,0.24332394332993884,1.7349332336903835,35857972.57444238,40705002.12747855,0.3585797257444238,4.070500212747855,47153352.5090447,58021283.953628264,0.471533525090447,5.802128395362827,415.0228307227127,471.12270980877946,35857972.57444238,40705002.12747855,0.3585797257444238,4.070500212747855,2023,2
2023-02-06,284.5668852914237,423.2619900501629,562.1952988766373,203.5588825628862,494.4496190663607,697.1739636223105,24586578.88917901,17587487.45343337,0.2458657888917901,1.7587487453433368,36569835.940334074,42720447.08733357,0.3656983594033407,4.272044708733357,48573673.82294146,60235830.45696762,0.4857367382294146,6.023583045696762,423.2619900501629,494.4496190663607,36569835.940334074,42720447.08733357,0.3656983594033407,4.272044708733357,2023,2
