model,shift,year,distance_m,annual_change_m,cumulative_change_m,bed_elevation_m
raw_interval,2.0,2025,2025.0,1.285458343469351,2.075425697519435,41.140464862010305
raw_interval,2.0,2026,2025.0,1.8689472516597014,3.9443729491791366,43.00941211367001
raw_interval,2.0,2027,2025.0,2.5560622815015286,6.500435230680665,45.565474395171535
raw_interval,2.0,2028,2025.0,3.365207164304497,9.865642394985162,48.93068155947603
raw_interval,2.0,2029,2025.0,4.318054086481375,14.183696481466537,53.24873564595741
raw_interval,2.0,2030,2025.0,5.440124158724565,19.623820640191102,58.68885980468197
raw_interval,2.0,2031,2025.0,6.761470975007931,26.385291615199034,65.4503307796899
raw_interval,2.0,2032,2025.0,8.317485569900178,34.70277718509921,73.76781634959008
raw_interval,2.0,2033,2025.0,10.14984433421607,44.85262151931528,83.91766068380615
raw_interval,2.0,2023,2030.0,0.0,0.0,38.9
raw_interval,2.0,2024,2030.0,0.3987037781256966,0.3987037781256966,39.2987037781257
raw_interval,2.0,2025,2030.0,0.663302728133754,1.0620065062594506,39.96200650625945
raw_interval,2.0,2026,2030.0,0.957089360665945,2.0190958669253956,40.919095866925396
raw_interval,2.0,2027,2030.0,1.2832833438694777,3.3023792107948733,42.202379210794874
raw_interval,2.0,2028,2030.0,1.645459504714836,4.947838715509709,43.84783871550971
raw_interval,2.0,2029,2030.0,2.04758700625991,6.995425721769619,45.89542572176962
raw_interval,2.0,2030,2030.0,2.494072846524638,9.489498568294257,48.38949856829426
raw_interval,2.0,2031,2030.0,2.989810155688886,12.479308723983143,51.379308723983144
raw_interval,2.0,2032,2030.0,3.540231820912794,16.01954054489594,54.91954054489594
raw_interval,2.0,2033,2030.0,4.151370026464875,20.170910571360814,59.07091057136081
raw_interval,2.0,2023,2035.0,0.0,0.0,38.63377772443078
raw_interval,2.0,2024,2035.0,0.3041588841690377,0.3041588841690377,38.93793660859981
raw_interval,2.0,2025,2035.0,0.5217053526013764,0.8258642367704141,39.45964196120119
raw_interval,2.0,2026,2035.0,0.7597914054575785,1.5856556422279926,40.21943336665877
raw_interval,2.0,2027,2035.0,1.020356281426949,2.6060119236549415,41.23978964808572
raw_interval,2.0,2028,2035.0,1.305522311836718,3.9115342354916596,42.54531195992244
raw_interval,2.0,2029,2035.0,1.6176122072883956,5.529146442780055,44.16292416721083
raw_interval,2.0,2030,2035.0,1.959167976406782,7.488314419186837,46.122092143617614
raw_interval,2.0,2031,2035.0,2.332971630796841,9.821286049983678,48.455063774414455
raw_interval,2.0,2032,2035.0,2.7420678448529685,12.563353894836647,51.197131619267424
raw_interval,2.0,2033,2035.0,3.1897887549873403,15.753142649823987,54.386920374254764
raw_interval,2.0,2023,2040.0,0.0,0.0,38.36192232227427
raw_interval,2.0,2024,2040.0,0.3483461553307521,0.3483461553307521,38.71026847760502
raw_interval,2.0,2025,2040.0,0.5951564416063171,0.9435025969370692,39.30542491921133
raw_interval,2.0,2026,2040.0,0.8679063949421035,1.8114089918791727,40.173331314153444
raw_interval,2.0,2027,2040.0,1.1693222644638936,2.9807312563430663,41.34265357861733
raw_interval,2.0,2028,2040.0,1.5024168270420049,4.483148083385071,42.84507040565934
raw_interval,2.0,2029,2040.0,1.8705195012479834,6.353667584633055,44.715589906907326
raw_interval,2.0,2030,2040.0,2.277309626276903,8.630977210909958,46.99289953318423
raw_interval,2.0,2031,2040.0,2.7268532384714845,11.357830449381442,49.719752771655706
raw_interval,2.0,2032,2040.0,3.2236437130450355,14.581474162426478,52.94339648470074
raw_interval,2.0,2033,2040.0,3.7726466772339293,18.354120839660407,56.71604316193468
raw_interval,2.0,2023,2045.0,0.0,0.0,38.300000000000004
raw_interval,2.0,2024,2045.0,0.24961927615494872,0.24961927615494872,38.54961927615496
raw_interval,2.0,2025,2045.0,0.6064446533360837,0.8560639294910324,39.15606392949104
raw_interval,2.0,2026,2045.0,1.0198682074398775,1.8759321369309099,40.17593213693091
raw_interval,2.0,2027,2045.0,1.498867309011791,3.374799445942701,41.6747994459427
raw_interval,2.0,2028,2045.0,2.053843282270151,5.428642728212852,43.728642728212854
raw_interval,2.0,2029,2045.0,2.696847266793988,8.12548999500684,46.42548999500684
raw_interval,2.0,2030,2045.0,3.4418419044646242,11.567331899471464,49.867331899471466
raw_interval,2.0,2031,2045.0,4.305004534116165,15.872336433587629,54.17233643358763
raw_interval,2.0,2032,2045.0,5.305078477677,21.177414911264627,59.47741491126463
raw_interval,2.0,2033,2045.0,6.463780045877549,27.641194957142176,65.94119495714219
raw_interval,2.0,2023,2050.0,0.0,0.0,38.300000000000004
raw_interval,2.0,2024,2050.0,0.19418630260604974,0.19418630260604974,38.49418630260605
raw_interval,2.0,2025,2050.0,0.9863314458778394,1.1805177484838891,39.48051774848389
raw_interval,2.0,2026,2050.0,2.0644568303277797,3.244974578811669,41.544974578811676
raw_interval,2.0,2027,2050.0,3.531807043187097,6.776781621998766,45.07678162199877
raw_interval,2.0,2028,2050.0,5.528900032771801,12.305681654770567,50.60568165477057
raw_interval,2.0,2029,2050.0,8.246983537374629,20.552665192145195,58.852665192145196
raw_interval,2.0,2030,2050.0,11.946349554141996,32.49901474628719,70.79901474628718
raw_interval,2.0,2031,2050.0,16.981260697540804,49.48027544382799,87.780275443828
raw_interval,2.0,2032,2050.0,23.833875471807886,73.31415091563588,111.61415091563589
raw_interval,2.0,2033,2050.0,33.16042124532542,106.4745721609613,144.7745721609613
raw_interval,3.0,2023,1820.0,0.0,0.0,42.04196616541354
raw_interval,3.0,2024,1820.0,1.7457261490863338,1.7457261490863338,43.78769231449988
raw_interval,3.0,2025,1820.0,3.2935871889033415,5.039313337989675,47.081279503403216
raw_interval,3.0,2026,1820.0,5.3462969543562835,10.385610292345959,52.4275764577595
raw_interval,3.0,2027,1820.0,8.068516373797205,18.454126666143164,60.49609283155671
raw_interval,3.0,2028,1820.0,11.678612010452468,30.132738676595633,72.17470484200918
raw_interval,3.0,2029,1820.0,16.466172635699138,46.598911312294774,88.64087747770832
raw_interval,3.0,2030,1820.0,22.815238989422838,69.41415030171761,111.45611646713115
raw_interval,3.0,2031,1820.0,31.23511013453418,100.6492604362518,142.69122660166533
raw_interval,3.0,2032,1820.0,42.401197579611846,143.05045801586363,185.09242418127718
raw_interval,3.0,2033,1820.0,57.20920433913486,200.25966235499848,242.301628520412
raw_interval,3.0,2023,1825.0,0.0,0.0,41.90878399122808
raw_interval,3.0,2024,1825.0,1.6576047152545357,1.6576047152545357,43.56638870648261
raw_interval,3.0,2025,1825.0,3.0784756939623925,4.736080409216928,46.644864400445
raw_interval,3.0,2026,1825.0,4.9328043105676755,9.668884719784604,51.57766871101268
raw_interval,3.0,2027,1825.0,7.3528232073491075,17.02170792713371,58.93049191836179
raw_interval,3.0,2028,1825.0,10.511104543426725,27.532812470560437,69.44159646178852
raw_interval,3.0,2029,1825.0,14.632866159041548,42.165678629601985,84.07446262083006
raw_interval,3.0,2030,1825.0,20.01203191666056,62.177710546262546,104.08649453749062
raw_interval,3.0,2031,1825.0,27.032191485889925,89.20990203215247,131.11868602338055
raw_interval,3.0,2032,1825.0,36.19395421975592,125.4038562519084,167.31264024313646
raw_interval,3.0,2033,1825.0,48.15064773418453,173.55450398609293,215.463287977321
raw_interval,3.0,2023,1830.0,0.0,0.0,41.800030075187976
raw_interval,3.0,2024,1830.0,1.5678785562324933,1.5678785562324933,43.36790863142047
raw_interval,3.0,2025,1830.0,2.8524059576086565,4.42028451384115,46.22031458902913
raw_interval,3.0,2026,1830.0,4.498153698924668,8.918438212765817,50.7184682879538
raw_interval,3.0,2027,1830.0,6.606700099059861,15.525138311825678,57.325168387013655
raw_interval,3.0,2028,1830.0,9.308188188581966,24.833326500407644,66.63335657559563
raw_interval,3.0,2029,1830.0,12.769358356505151,37.602684856912795,79.40271493210076
raw_interval,3.0,2030,1830.0,17.203839847571317,54.80652470448411,96.60655477967208
raw_interval,3.0,2031,1830.0,22.8853363185778,77.6918610230619,119.49189109824988
raw_interval,3.0,2032,1830.0,30.164519288467332,107.85638031152924,149.6564103867172
raw_interval,3.0,2033,1830.0,39.49067217433574,147.347052485865,189.14708256105297
raw_interval,3.0,2023,1835.0,0.0,0.0,41.72498543233083
raw_interval,3.0,2024,1835.0,1.4981578907126938,1.4981578907126938,43.22314332304353
raw_interval,3.0,2025,1835.0,2.716850478168311,4.215008368881005,45.93999380121184
raw_interval,3.0,2026,1835.0,4.2657252554900715,8.480733624371076,50.20571905670191
raw_interval,3.0,2027,1835.0,6.2342389729914025,14.714972597362479,56.439958029693315
raw_interval,3.0,2028,1835.0,8.736085030999647,23.451057628362125,65.17604306069296
raw_interval,3.0,2029,1835.0,11.915759951384018,35.36681757974614,77.09180301207698
raw_interval,3.0,2030,1835.0,15.956908912951192,51.32372649269733,93.04871192502816
raw_interval,3.0,2031,1835.0,21.092932355121732,72.41665884781906,114.1416442801499
raw_interval,3.0,2032,1835.0,27.620466244467735,100.0371250922868,141.76211052461764
raw_interval,3.0,2033,1835.0,35.91651456985346,135.95363966214026,177.6786250944711
raw_interval,3.0,2023,1840.0,0.0,0.0,41.69012812011664
raw_interval,3.0,2024,1840.0,1.4565367023056552,1.4565367023056552,43.146664822422295
raw_interval,3.0,2025,1840.0,2.639017150452279,4.095553852757934,45.78568197287457
raw_interval,3.0,2026,1840.0,4.135252449877381,8.230806302635315,49.920934422751955
raw_interval,3.0,2027,1840.0,6.028493115932072,14.259299418567387,55.94942753868403
raw_interval,3.0,2028,1840.0,8.424079038133172,22.68337845670056,64.37350657681719
raw_interval,3.0,2029,1840.0,11.455300590439734,34.13867904714029,75.82880716725694
raw_interval,3.0,2030,1840.0,15.290814906171498,49.42949395331179,91.11962207342843
raw_interval,3.0,2031,1840.0,20.144029959023314,69.5735239123351,111.26365203245174
raw_interval,3.0,2032,1840.0,26.28497858033853,95.85850249267364,137.54863061279028
raw_interval,3.0,2033,1840.0,34.05534308282927,129.9138455755029,171.60397369561954
raw_interval,3.0,2023,1845.0,0.0,0.0,41.67297212636734
raw_interval,3.0,2024,1845.0,1.4345079749778122,1.4345079749778122,43.10748010134515
raw_interval,3.0,2025,1845.0,2.573780591282336,4.008288566260148,45.68126069262749
raw_interval,3.0,2026,1845.0,4.005744550478813,8.014033116738961,49.6870052431063
raw_interval,3.0,2027,1845.0,5.8055953948614025,13.819628511600364,55.492600637967705
raw_interval,3.0,2028,1845.0,8.06784720729003,21.887475718890393,63.560447845257734
raw_interval,3.0,2029,1845.0,10.911295751267687,32.79877147015808,74.47174359652541
raw_interval,3.0,2030,1845.0,14.485256694885571,47.28402816504365,88.95700029141099
raw_interval,3.0,2031,1845.0,18.977406501344802,66.26143466638845,107.9344067927558
raw_interval,3.0,2032,1845.0,24.62363772827142,90.88507239465987,132.55804452102723
raw_interval,3.0,2033,1845.0,31.720446259029217,122.60551865368909,164.27849078005642
raw_interval,3.0,2023,1850.0,0.0,0.0,41.65968786428882
raw_interval,3.0,2024,1850.0,1.42848413693142,1.42848413693142,43.088172001220244
raw_interval,3.0,2025,1850.0,2.5622751445744782,3.9907592815058983,45.650447145794715
raw_interval,3.0,2026,1850.0,3.986342013949084,7.9771012954549825,49.6367891597438
raw_interval,3.0,2027,1850.0,5.775001859352319,13.752103154807301,55.41179101909612
raw_interval,3.0,2028,1850.0,8.021598638872142,21.773701793679443,63.43338965796826
raw_interval,3.0,2029,1850.0,10.843374452043086,32.61707624572253,74.27676411001136
raw_interval,3.0,2030,1850.0,14.38758799867616,47.00466424439869,88.66435210868751
raw_interval,3.0,2031,1850.0,18.839199500024264,65.84386374442295,107.50355160871177
raw_interval,3.0,2032,1850.0,24.430523131682904,90.27438687610585,131.93407474039466
raw_interval,3.0,2033,1850.0,31.45335069524677,121.72773757135262,163.38742543564143
raw_interval,3.0,2023,1855.0,0.0,0.0,41.642288414447506
raw_interval,3.0,2024,1855.0,1.428337872996675,1.428337872996675,43.070626287444185
raw_interval,3.0,2025,1855.0,2.562440081691019,3.990777954687694,45.6330663691352
raw_interval,3.0,2026,1855.0,3.986987115656781,7.977765070344475,49.62005348479198
raw_interval,3.0,2027,1855.0,5.77636221467629,13.754127285020765,55.39641569946827
raw_interval,3.0,2028,1855.0,8.023998248200186,21.77812553322095,63.42041394766846
raw_interval,3.0,2029,1855.0,10.84725634649564,32.62538187971659,74.2676702941641
raw_interval,3.0,2030,1855.0,14.393553954607086,47.01893583432368,88.66122424877119
raw_interval,3.0,2031,1855.0,18.84806228768855,65.86699812201223,107.50928653645974
raw_interval,3.0,2032,1855.0,24.44337511312837,90.3103732351406,131.9526616495881
raw_interval,3.0,2033,1855.0,31.471653718429195,121.7820269535698,163.4243153680173
raw_interval,3.0,2023,1860.0,0.0,0.0,41.621377362641574
raw_interval,3.0,2024,1860.0,1.4311304863174996,1.4311304863174996,43.052507848959074
raw_interval,3.0,2025,1860.0,2.5593670000578044,3.990497486375304,45.61187484901688
raw_interval,3.0,2026,1860.0,3.9748705294880153,7.965368015863319,49.586745378504894
raw_interval,3.0,2027,1860.0,5.750783839709513,13.716151855572832,55.33752921821441
raw_interval,3.0,2028,1860.0,7.978873010699807,21.69502486627264,63.316402228914214
raw_interval,3.0,2029,1860.0,10.77426923038631,32.46929409665895,74.09067145930052
raw_interval,3.0,2030,1860.0,14.281417923885165,46.750712020544114,88.37208938318568
raw_interval,3.0,2031,1860.0,18.681542625953483,65.4322546464976,107.05363200913916
raw_interval,3.0,2032,1860.0,24.202009274442304,89.6342639209399,131.25564128358147
raw_interval,3.0,2033,1860.0,31.128074802256037,120.76233872319594,162.3837160858375
raw_interval,3.0,2023,1865.0,0.0,0.0,41.6
raw_interval,3.0,2024,1865.0,1.3761893172353261,1.3761893172353261,42.976189317235324
raw_interval,3.0,2025,1865.0,2.455869053021548,3.832058370256874,45.432058370256875
raw_interval,3.0,2026,1865.0,3.8019239950348585,7.6339823652917325,49.23398236529174
raw_interval,3.0,2027,1865.0,5.480073400700132,13.114055765991864,54.714055765991866
raw_interval,3.0,2028,1865.0,7.572250577006528,20.686306342998392,62.286306342998394
raw_interval,3.0,2029,1865.0,10.180603160084289,30.86690950308268,72.46690950308269
raw_interval,3.0,2030,1865.0,13.432480331242232,44.29938983432491,85.89938983432492
raw_interval,3.0,2031,1865.0,17.48665046334159,61.7860402976665,103.38604029766651
raw_interval,3.0,2032,1865.0,22.541052765429157,84.32709306309566,125.92709306309567
raw_interval,3.0,2033,1865.0,28.842461388879983,113.16955445197564,154.76955445197564
raw_interval,3.0,2023,1870.0,0.0,0.0,41.579166666666666
raw_interval,3.0,2024,1870.0,1.2767117814915743,1.2767117814915743,42.855878448158236
raw_interval,3.0,2025,1870.0,2.299598413954941,3.5763101954465153,45.15547686211318
raw_interval,3.0,2026,1870.0,3.5671349354756785,7.143445130922194,48.72261179758886
raw_interval,3.0,2027,1870.0,5.137835717359664,12.281280848281858,53.860447514948525
raw_interval,3.0,2028,1870.0,7.084210361658712,19.365491209940572,60.94465787660724
raw_interval,3.0,2029,1870.0,9.496111023875365,28.861602233815937,70.4407689004826
raw_interval,3.0,2030,1870.0,12.484880334778609,41.346482568594546,82.9256492352612
raw_interval,3.0,2031,1870.0,16.18849140538846,57.53497397398301,99.11414064064968
raw_interval,3.0,2032,1870.0,20.777917197571412,78.31289117155441,119.89205783822108
raw_interval,3.0,2033,1870.0,26.4650232949419,104.77791446649631,146.35708113316298
raw_interval,3.0,2023,1875.0,0.0,0.0,41.55833333333334
raw_interval,3.0,2024,1875.0,1.268693786563798,1.268693786563798,42.82702711989714
raw_interval,3.0,2025,1875.0,2.2680801718040193,3.5367739583678173,45.095107291701154
raw_interval,3.0,2026,1875.0,3.5014428497798065,7.038216808147624,48.59655014148096
raw_interval,3.0,2027,1875.0,5.0235603389608805,12.061777147108504,53.62011048044184
raw_interval,3.0,2028,1875.0,6.902035901942362,18.963813049050867,60.52214638238421
raw_interval,3.0,2029,1875.0,9.22030007392626,28.184113122977127,69.74244645631046
raw_interval,3.0,2030,1875.0,12.081316143027593,40.265429266004716,81.82376259933805
raw_interval,3.0,2031,1875.0,15.612153157452582,55.8775824234573,97.43591575679064
raw_interval,3.0,2032,1875.0,19.96962956489881,75.84721198835611,117.40554532168944
raw_interval,3.0,2033,1875.0,25.347278140541846,101.19449012889795,142.75282346223128
raw_interval,3.0,2023,1880.0,0.0,0.0,41.53515625
raw_interval,3.0,2024,1880.0,1.3358964188379971,1.3358964188379971,42.871052668838
raw_interval,3.0,2025,1880.0,2.3421116976056773,3.6780081164436744,45.21316436644368
raw_interval,3.0,2026,1880.0,3.5818355959120325,7.259843712355707,48.7949999623557
raw_interval,3.0,2027,1880.0,5.109257586476687,12.369101298832394,53.90425754883239
raw_interval,3.0,2028,1880.0,6.991142690448399,19.360243989280793,60.89540023928079
raw_interval,3.0,2029,1880.0,9.309749837934525,28.66999382721532,70.20515007721532
raw_interval,3.0,2030,1880.0,12.166427481552482,40.8364213087678,82.3715775587678
raw_interval,3.0,2031,1880.0,15.686043630581707,56.522464939349504,98.0576211893495
raw_interval,3.0,2032,1880.0,20.022443946585952,76.54490888593546,118.08006513593546
raw_interval,3.0,2033,1880.0,25.365176478890234,101.91008536482569,143.4452416148257
raw_interval,3.0,2023,1885.0,0.0,0.0,41.50925925925927
raw_interval,3.0,2024,1885.0,1.3642837204659557,1.3642837204659557,42.87354297972522
raw_interval,3.0,2025,1885.0,2.3987538549553378,3.7630375754212935,45.27229683468056
raw_interval,3.0,2026,1885.0,3.678425385067147,7.44146296048844,48.9507222197477
raw_interval,3.0,2027,1885.0,5.261418620330524,12.702881580818964,54.212140840078234
raw_interval,3.0,2028,1885.0,7.219630180035004,19.92251176085397,61.43177102011323
raw_interval,3.0,2029,1885.0,9.641998404446362,29.56451016530033,71.0737694245596
raw_interval,3.0,2030,1885.0,12.638542769409376,42.2030529347097,83.71231219396897
raw_interval,3.0,2031,1885.0,16.3453607670628,58.5484137017725,100.05767296103177
raw_interval,3.0,2032,1885.0,20.930809201728835,79.47922290350134,120.9884821627606
raw_interval,3.0,2033,1885.0,26.603150643982502,106.08237354748384,147.59163280674312
raw_interval,3.0,2023,1890.0,0.0,0.0,41.5
raw_interval,3.0,2024,1890.0,1.3623896523663355,1.3623896523663355,42.86238965236633
raw_interval,3.0,2025,1890.0,2.4021493748858607,3.764539027252196,45.2645390272522
raw_interval,3.0,2026,1890.0,3.6897320492106047,7.454271076462801,48.9542710764628
raw_interval,3.0,2027,1890.0,5.284205375417081,12.738476451879881,54.23847645187988
raw_interval,3.0,2028,1890.0,7.258715625267442,19.997192077147325,61.497192077147325
raw_interval,3.0,2029,1890.0,9.70384321861502,29.701035295762345,71.20103529576235
raw_interval,3.0,2030,1890.0,12.731758089253354,42.4327933850157,83.9327933850157
raw_interval,3.0,2031,1890.0,16.48136546711646,58.91415885213216,100.41415885213216
raw_interval,3.0,2032,1890.0,21.12467813896893,80.03883699110109,121.53883699110109
raw_interval,3.0,2033,1890.0,26.87470751427722,106.91354450537831,148.4135445053783
raw_interval,3.0,2023,1895.0,0.0,0.0,41.5
raw_interval,3.0,2024,1895.0,1.3603759695148057,1.3603759695148057,42.860375969514806
raw_interval,3.0,2025,1895.0,2.4142335766553273,3.774609546170133,45.27460954617013
raw_interval,3.0,2026,1895.0,3.7227976274357424,7.497407173605875,48.99740717360588
raw_interval,3.0,2027,1895.0,5.347628025197942,12.845035198803817,54.345035198803814
raw_interval,3.0,2028,1895.0,7.365163062873414,20.21019826167723,61.710198261677235
raw_interval,3.0,2029,1895.0,9.870315375295839,30.08051363697307,71.58051363697307
raw_interval,3.0,2030,1895.0,12.980936995858173,43.06145063283124,84.56145063283124
raw_interval,3.0,2031,1895.0,16.84336357101259,59.90481420384383,101.40481420384383
raw_interval,3.0,2032,1895.0,21.63929855386074,81.54411275770457,123.04411275770457
raw_interval,3.0,2033,1895.0,27.594361235871233,109.1384739935758,150.63847399357581
raw_interval,3.0,2023,1900.0,0.0,0.0,41.5
raw_interval,3.0,2024,1900.0,1.3614298370245344,1.3614298370245344,42.86142983702453
raw_interval,3.0,2025,1900.0,2.425826886411958,3.7872567234364922,45.28725672343649
raw_interval,3.0,2026,1900.0,3.7499876190591586,7.537244342495651,49.037244342495654
raw_interval,3.0,2027,1900.0,5.39730677208944,12.93455111458509,54.43455111458509
raw_interval,3.0,2028,1900.0,7.446650424287384,20.381201538872475,61.881201538872475
raw_interval,3.0,2029,1900.0,9.996131741904819,30.377333280777293,71.8773332807773
raw_interval,3.0,2030,1900.0,13.167808186657851,43.545141467435144,85.04514146743514
raw_interval,3.0,2031,1900.0,17.11352506667093,60.658666534106075,102.15866653410608
raw_interval,3.0,2032,1900.0,22.02218519276157,82.68085172686764,124.18085172686764
raw_interval,3.0,2033,1900.0,28.12879267783603,110.80964440470368,152.30964440470368
raw_interval,3.0,2023,1905.0,0.0,0.0,41.48900067552012
raw_interval,3.0,2024,1905.0,1.3793912069315084,1.3793912069315084,42.868391882451625
raw_interval,3.0,2025,1905.0,2.4429849078726242,3.8223761148041326,45.311376790324246
raw_interval,3.0,2026,1905.0,3.7648865578481043,7.587262672652237,49.076263348172354
raw_interval,3.0,2027,1905.0,5.407829695497096,12.995092368149333,54.484093043669446
raw_interval,3.0,2028,1905.0,7.449783537976977,20.44487590612631,61.93387658164643
raw_interval,3.0,2029,1905.0,9.987653169171196,30.432529075297506,71.92152975081763
raw_interval,3.0,2030,1905.0,13.141878368069797,43.574407443367306,85.06340811888742
raw_interval,3.0,2031,1905.0,17.06214932410208,60.636556767469386,102.1255574429895
raw_interval,3.0,2032,1905.0,21.9345104903487,82.57106725781809,124.0600679333382
raw_interval,3.0,2033,1905.0,27.990189702475263,110.56125696029335,152.05025763581347
raw_interval,3.0,2023,1910.0,0.0,0.0,41.46018235253434
raw_interval,3.0,2024,1910.0,1.4053537493204011,1.4053537493204011,42.865536101854744
raw_interval,3.0,2025,1910.0,2.4668229793945216,3.8721767287149227,45.332359081249265
raw_interval,3.0,2026,1910.0,3.7840530383391915,7.656229767054114,49.11641211958845
raw_interval,3.0,2027,1910.0,5.418669453989992,13.074899221044106,54.535081573578445
raw_interval,3.0,2028,1910.0,7.447146414541422,20.522045635585528,61.98222798811987
raw_interval,3.0,2029,1910.0,9.964384550712808,30.486430186298335,71.94661253883268
raw_interval,3.0,2030,1910.0,13.088150783913214,43.57458097021155,85.03476332274589
raw_interval,3.0,2031,1910.0,16.964587955060125,60.539168925271674,101.99935127780601
raw_interval,3.0,2032,1910.0,21.7750519975161,82.31422092278777,123.7744032753221
raw_interval,3.0,2033,1910.0,27.744596525672733,110.0588174484605,151.51899980099483
raw_interval,3.0,2023,1915.0,0.0,0.0,41.43925559359996
raw_interval,3.0,2024,1915.0,1.4327330444185158,1.4327330444185158,42.87198863801848
raw_interval,3.0,2025,1915.0,2.489703331861378,3.9224363762798937,45.36169196987986
raw_interval,3.0,2026,1915.0,3.7987046298212768,7.7211410061011705,49.16039659970113
raw_interval,3.0,2027,1915.0,5.419832885191781,13.140973891292951,54.58022948489291
raw_interval,3.0,2028,1915.0,7.427513721304358,20.56848761259731,62.00774320619727
raw_interval,3.0,2029,1915.0,9.913919301085272,30.48240691368258,71.92166250728255
raw_interval,3.0,2030,1915.0,12.993199929741479,43.47560684342406,84.91486243702403
raw_interval,3.0,2031,1915.0,16.806724668876214,60.282331512300274,101.72158710590023
raw_interval,3.0,2032,1915.0,21.529571557416944,81.81190306971722,123.25115866331717
raw_interval,3.0,2033,1915.0,27.37856540389714,109.19046847361436,150.6297240672143
raw_interval,3.0,2023,1920.0,0.0,0.0,41.423032546285256
raw_interval,3.0,2024,1920.0,1.4552427925832205,1.4552427925832205,42.87827533886848
raw_interval,3.0,2025,1920.0,2.4990525869729705,3.954295379556191,45.37732792584145
raw_interval,3.0,2026,1920.0,3.7874144602477884,7.741709839803979,49.16474238608924
raw_interval,3.0,2027,1920.0,5.37762402278463,13.11933386258861,54.54236640887387
raw_interval,3.0,2028,1920.0,7.340400557265504,20.459734419854115,61.88276696613937
raw_interval,3.0,2029,1920.0,9.763032023625769,30.222766443479884,71.64579898976514
raw_interval,3.0,2030,1920.0,12.753256900830742,42.976023344310626,84.39905589059589
raw_interval,3.0,2031,1920.0,16.44405549748609,59.420078841796716,100.84311138808198
raw_interval,3.0,2032,1920.0,20.999563808889704,80.41964265068643,121.84267519697168
raw_interval,3.0,2033,1920.0,26.622372919653245,107.04201557033967,148.46504811662493
raw_interval,3.0,2023,1925.0,0.0,0.0,41.383644762335045
raw_interval,3.0,2024,1925.0,1.4481330089309523,1.4481330089309523,42.831777771266
raw_interval,3.0,2025,1925.0,2.4707700147961873,3.9189030237271396,45.302547786062185
raw_interval,3.0,2026,1925.0,3.7285138494512395,7.647416873178379,49.031061635513424
raw_interval,3.0,2027,1925.0,5.27541616624578,12.922833039424159,54.3064778017592
raw_interval,3.0,2028,1925.0,7.177955230061286,20.100788269485445,61.48443303182049
raw_interval,3.0,2029,1925.0,9.517892826666966,29.61868109615241,71.00232585848745
raw_interval,3.0,2030,1925.0,12.395787982747592,42.01446907890001,83.39811384123504
raw_interval,3.0,2031,1925.0,15.935318499034238,57.949787577934245,99.3334323402693
raw_interval,3.0,2032,1925.0,20.2885960148095,78.23838359274374,119.62202835507878
raw_interval,3.0,2033,1925.0,25.64270301915772,103.88108661190147,145.2647313742365
raw_interval,3.0,2023,1930.0,0.0,0.0,41.123250764839916
raw_interval,3.0,2024,1930.0,1.4393537184669576,1.4393537184669576,42.56260448330687
raw_interval,3.0,2025,1930.0,2.4525312640498953,3.891884982516853,45.015135747356766
raw_interval,3.0,2026,1930.0,3.696942634187792,7.588827616704645,48.71207838154456
raw_interval,3.0,2027,1930.0,5.225361483262805,12.81418909996745,53.93743986480737
raw_interval,3.0,2028,1930.0,7.102605804767876,19.916794904735326,61.04004566957524
raw_interval,3.0,2029,1930.0,9.408286766996163,29.32508167173149,70.4483324365714
raw_interval,3.0,2030,1930.0,12.240184905497237,41.565266577228726,82.68851734206865
raw_interval,3.0,2031,1930.0,15.718396851652741,57.28366342888147,98.40691419372138
raw_interval,3.0,2032,1930.0,19.990428454026173,77.27409188290764,118.39734264774756
raw_interval,3.0,2033,1930.0,25.237450284265478,102.51154216717312,143.63479293201303
raw_interval,3.0,2023,1935.0,0.0,0.0,40.800000000000004
raw_interval,3.0,2024,1935.0,1.443519395942488,1.443519395942488,42.24351939594249
raw_interval,3.0,2025,1935.0,2.464655104966848,3.908174500909336,44.70817450090934
raw_interval,3.0,2026,1935.0,3.7204512359074045,7.6286257368167405,48.42862573681674
raw_interval,3.0,2027,1935.0,5.264833543320805,12.893459280137545,53.693459280137546
raw_interval,3.0,2028,1935.0,7.164120101613683,20.05757938175123,60.857579381751236
raw_interval,3.0,2029,1935.0,9.499869101842506,29.557448483593735,70.35744848359374
raw_interval,3.0,2030,1935.0,12.37238108180074,41.92982956539447,82.72982956539448
raw_interval,3.0,2031,1935.0,15.905005980364407,57.83483554575888,98.63483554575888
raw_interval,3.0,2032,1935.0,20.24943996741912,78.084275513178,118.88427551317801
raw_interval,3.0,2033,1935.0,25.59223950312682,103.67651501630482,144.47651501630483
raw_interval,3.0,2023,1940.0,0.0,0.0,40.550389846764496
raw_interval,3.0,2024,1940.0,1.4411161509135368,1.4411161509135368,41.99150599767803
raw_interval,3.0,2025,1940.0,2.4526526776246413,3.893768828538178,44.444158675302674
raw_interval,3.0,2026,1940.0,3.6945831211127853,7.5883519496509635,48.13874179641546
raw_interval,3.0,2027,1940.0,5.219383447876648,12.807735397527612,53.35812524429211
raw_interval,3.0,2028,1940.0,7.091481880353285,19.899217277880897,60.4496071246454
raw_interval,3.0,2029,1940.0,9.389981217849972,29.28919849573087,69.83958834249536
